Temperature0;Temperature1;Temperature2;Temperature3;Temperature4;Temperature_Rose;Humidite;Temps
"+27.1
";"+26.0
";"-05.4
";"-00.6
";"-04.8
";"+09.0
";"032
";2019-05-23 13:43:02
"+27.1
";"+26.0
";"-05.7
";"-00.9
";"-04.1
";"+09.0
";"032
";2019-05-23 13:43:12
"+27.1
";"+26.0
";"-05.7
";"-00.9
";"-04.5
";"+08.9
";"032
";2019-05-23 13:43:22
"+27.1
";"+26.0
";"-05.7
";"-00.9
";"-04.1
";"+09.0
";"032
";2019-05-23 13:43:32
"+27.1
";"+26.4
";"-05.7
";"-00.6
";"-04.1
";"+09.0
";"032
";2019-05-23 13:43:42
"+27.2
";"+26.0
";"-06.1
";"-00.9
";"-04.1
";"+09.0
";"032
";2019-05-23 13:43:53
"+27.2
";"+26.4
";"-05.4
";"-00.6
";"-03.2
";"+09.1
";"032
";2019-05-23 13:44:03
"+27.2
";"+25.7
";"-05.7
";"-00.6
";"-03.8
";"+09.1
";"032
";2019-05-23 13:44:13
"+27.3
";"+26.7
";"-06.1
";"-00.6
";"-03.2
";"+09.1
";"032
";2019-05-23 13:44:23
"+27.3
";"+26.0
";"-06.1
";"-00.6
";"-03.8
";"+09.2
";"032
";2019-05-23 13:44:33
"+27.3
";"+26.4
";"-05.7
";"-00.6
";"-04.1
";"+09.2
";"032
";2019-05-23 13:44:44
"+27.4
";"+26.0
";"-05.4
";"-00.6
";"-03.2
";"+09.2
";"032
";2019-05-23 13:44:54
"+27.5
";"+26.4
";"-06.1
";"-00.6
";"-04.1
";"+09.3
";"032
";2019-05-23 13:45:04
"+27.5
";"+26.7
";"-05.7
";"-00.6
";"-04.1
";"+09.4
";"032
";2019-05-23 13:45:14
"+27.6
";"+26.0
";"-05.1
";"-00.6
";"-04.1
";"+09.4
";"032
";2019-05-23 13:45:24
"+27.6
";"+26.0
";"-05.7
";"-00.6
";"-04.1
";"+09.4
";"032
";2019-05-23 13:45:35
"+27.7
";"+26.7
";"-05.7
";"-00.6
";"-05.1
";"+09.5
";"032
";2019-05-23 13:45:45
"+27.7
";"+26.4
";"-06.1
";"-00.6
";"-05.1
";"+09.5
";"032
";2019-05-23 13:45:55
"+27.7
";"+26.0
";"-05.7
";"-00.6
";"-04.1
";"+09.5
";"032
";2019-05-23 13:46:05
"+27.7
";"+26.4
";"-06.1
";"-00.6
";"-04.1
";"+09.6
";"032
";2019-05-23 13:46:15
"+27.8
";"+26.4
";"-05.4
";"-00.9
";"-04.1
";"+09.6
";"032
";2019-05-23 13:46:26
"+27.8
";"+26.7
";"-06.1
";"-00.6
";"-04.1
";"+09.6
";"032
";2019-05-23 13:46:36
"+27.8
";"+26.7
";"-05.7
";"-00.6
";"-03.2
";"+09.6
";"032
";2019-05-23 13:46:46
"+27.8
";"+26.0
";"-05.7
";"-00.6
";"-03.5
";"+09.6
";"032
";2019-05-23 13:46:56
"+27.9
";"+26.7
";"-06.1
";"-00.9
";"-03.8
";"+09.6
";"032
";2019-05-23 13:47:07
"+27.9
";"+26.7
";"-05.7
";"-00.6
";"-04.8
";"+09.7
";"032
";2019-05-23 13:47:17
"+27.8
";"+26.4
";"-06.1
";"-00.6
";"-03.5
";"+09.6
";"032
";2019-05-23 13:47:27
"+27.9
";"+26.4
";"-05.7
";"-00.6
";"-04.1
";"+09.6
";"032
";2019-05-23 13:47:37
"+27.9
";"+26.4
";"-05.7
";"-00.6
";"-04.1
";"+09.7
";"032
";2019-05-23 13:47:47
"+27.9
";"+26.4
";"-05.7
";"-00.6
";"-03.8
";"+09.7
";"032
";2019-05-23 13:47:58
"+27.9
";"+26.7
";"-06.1
";"-00.6
";"-04.5
";"+09.7
";"032
";2019-05-23 13:48:08
"+27.8
";"+26.4
";"-05.7
";"-00.6
";"-04.1
";"+09.6
";"032
";2019-05-23 13:48:18
"+27.8
";"+26.7
";"-06.1
";"-00.6
";"-05.1
";"+09.6
";"032
";2019-05-23 13:48:28
"+27.8
";"+27.0
";"-05.7
";"-00.6
";"-04.1
";"+09.6
";"032
";2019-05-23 13:48:38
"+27.8
";"+26.4
";"-05.7
";"-00.6
";"-04.8
";"+09.6
";"032
";2019-05-23 13:48:49
"+27.8
";"+26.0
";"-05.7
";"-00.6
";"-05.1
";"+09.6
";"032
";2019-05-23 13:48:59
"+27.8
";"+26.4
";"-05.4
";"-00.6
";"-04.8
";"+09.6
";"032
";2019-05-23 13:49:09
"+27.7
";"+26.4
";"-05.7
";"-00.9
";"-04.1
";"+09.0
";"031
";2019-05-23 13:49:19
"+27.5
";"+26.7
";"-06.1
";"-00.9
";"-04.5
";"+09.4
";"032
";2019-05-23 13:49:29
"+27.5
";"+26.4
";"-05.7
";"-00.6
";"-04.5
";"+09.3
";"032
";2019-05-23 13:49:40
"+27.5
";"+26.4
";"-05.7
";"-00.6
";"-03.8
";"+09.3
";"032
";2019-05-23 13:49:50
"+27.5
";"+26.4
";"-06.1
";"-00.6
";"-04.5
";"+09.4
";"032
";2019-05-23 13:50:00
"+27.6
";"+26.7
";"-05.7
";"-00.6
";"-04.1
";"+08.9
";"031
";2019-05-23 13:50:10
"+27.5
";"+26.7
";"-06.1
";"-00.6
";"-03.8
";"+09.4
";"032
";2019-05-23 13:50:20
"+27.6
";"+26.7
";"-05.7
";"-00.6
";"-04.5
";"+09.4
";"032
";2019-05-23 13:50:31
"+27.5
";"+26.4
";"-05.4
";"-00.9
";"-04.1
";"+09.4
";"032
";2019-05-23 13:50:41
"+27.5
";"+26.0
";"-05.7
";"-00.6
";"-04.5
";"+09.3
";"032
";2019-05-23 13:50:51
"+27.5
";"+26.4
";"-05.7
";"-00.6
";"-03.5
";"+09.4
";"032
";2019-05-23 13:51:01
"+27.6
";"+26.4
";"-06.1
";"-00.6
";"-05.1
";"+08.9
";"031
";2019-05-23 13:51:12
"+27.5
";"+26.4
";"-05.7
";"-00.6
";"-04.1
";"+08.9
";"031
";2019-05-23 13:51:22
"+27.5
";"+26.7
";"-05.4
";"-00.6
";"-04.5
";"+08.8
";"031
";2019-05-23 13:51:32
"+27.4
";"+26.4
";"-05.7
";"-00.6
";"-04.1
";"+08.8
";"031
";2019-05-23 13:51:42
"+27.4
";"+26.4
";"-05.7
";"-00.6
";"-04.5
";"+09.2
";"032
";2019-05-23 13:51:52
"+27.3
";"+26.4
";"-05.4
";"-00.6
";"-04.1
";"+08.7
";"031
";2019-05-23 13:52:03
"+27.2
";"+26.0
";"-05.7
";"-00.6
";"-04.1
";"+09.1
";"032
";2019-05-23 13:52:13
"+27.2
";"+26.4
";"-05.7
";"-00.6
";"-03.8
";"+09.1
";"032
";2019-05-23 13:52:23
"+27.2
";"+26.4
";"-05.7
";"-00.6
";"-04.5
";"+09.1
";"032
";2019-05-23 13:52:33
"+27.3
";"+26.4
";"-06.1
";"-00.6
";"-03.2
";"+09.1
";"031
";2019-05-23 13:52:43
"+27.3
";"+26.0
";"-06.1
";"-00.6
";"-04.8
";"+08.7
";"031
";2019-05-23 13:52:54
"+27.4
";"+26.0
";"-05.7
";"-00.6
";"-03.2
";"+08.8
";"031
";2019-05-23 13:53:04
"+27.3
";"+26.0
";"-05.7
";"-00.6
";"-04.5
";"+08.7
";"031
";2019-05-23 13:53:14
"+27.2
";"+26.4
";"-05.7
";"-00.9
";"-03.8
";"+08.6
";"031
";2019-05-23 13:53:24
"+27.1
";"+26.0
";"-05.4
";"-00.6
";"-05.1
";"+09.0
";"032
";2019-05-23 13:53:34
"+27.0
";"+25.7
";"-05.7
";"-00.9
";"-04.1
";"+08.9
";"032
";2019-05-23 13:53:45
"+27.0
";"+25.7
";"-06.1
";"-00.6
";"-03.8
";"+09.3
";"033
";2019-05-23 13:53:55
"+26.9
";"+26.4
";"-05.7
";"-00.6
";"-04.5
";"+08.8
";"032
";2019-05-23 13:54:05
"+27.0
";"+25.7
";"-05.7
";"-00.6
";"-04.8
";"+08.9
";"032
";2019-05-23 13:54:16
"+26.9
";"+25.1
";"-05.4
";"-00.6
";"-03.8
";"+08.8
";"032
";2019-05-23 13:54:26
"+26.9
";"+25.7
";"-05.7
";"-00.6
";"-03.8
";"+08.8
";"032
";2019-05-23 13:54:36
"+27.0
";"+26.4
";"-05.7
";"-00.6
";"-04.1
";"+08.9
";"032
";2019-05-23 13:54:46
"+27.0
";"+26.0
";"-05.7
";"-00.6
";"-05.1
";"+08.5
";"031
";2019-05-23 13:54:57
"+27.0
";"+26.0
";"-05.7
";"-00.6
";"-03.2
";"+08.4
";"031
";2019-05-23 13:55:07
"+27.0
";"+25.7
";"-05.7
";"-00.6
";"-04.8
";"+08.5
";"031
";2019-05-23 13:55:17
"+27.1
";"+25.7
";"-05.7
";"-00.6
";"-05.1
";"+08.5
";"031
";2019-05-23 13:55:27
"+27.1
";"+25.7
";"-06.1
";"-00.6
";"-04.5
";"+09.0
";"032
";2019-05-23 13:55:37
"+27.2
";"+25.7
";"-05.7
";"-00.6
";"-04.8
";"+09.1
";"032
";2019-05-23 13:55:48
"+27.3
";"+25.7
";"-05.7
";"-00.6
";"-04.1
";"+08.7
";"031
";2019-05-23 13:55:58
"+27.3
";"+25.4
";"-05.7
";"-00.6
";"-04.5
";"+08.7
";"031
";2019-05-23 13:56:08
"+27.3
";"+26.4
";"-05.7
";"-00.9
";"-03.8
";"+09.6
";"032
";2019-05-23 13:56:18
"+27.4
";"+26.0
";"-06.1
";"-00.9
";"-03.5
";"+09.2
";"032
";2019-05-23 13:56:28
"+27.4
";"+26.0
";"-05.7
";"-00.6
";"-04.5
";"+08.8
";"031
";2019-05-23 13:56:39
"+27.5
";"+26.7
";"-05.7
";"-00.6
";"-03.8
";"+08.8
";"031
";2019-05-23 13:56:49
"+27.5
";"+26.0
";"-06.1
";"-00.9
";"-04.1
";"+09.3
";"032
";2019-05-23 13:56:59
"+27.5
";"+26.0
";"-06.1
";"-00.9
";"-04.5
";"+09.4
";"032
";2019-05-23 13:57:09
"+27.6
";"+26.4
";"-05.1
";"-00.9
";"-03.8
";"+09.4
";"032
";2019-05-23 13:57:19
"+27.6
";"+26.0
";"-05.7
";"-00.9
";"-04.1
";"+08.9
";"031
";2019-05-23 13:57:30
"+27.6
";"+26.4
";"-05.7
";"-00.6
";"-04.1
";"+08.9
";"031
";2019-05-23 13:57:40
"+27.6
";"+26.4
";"-06.1
";"-00.6
";"-04.1
";"+08.9
";"031
";2019-05-23 13:57:50
"+27.6
";"+26.0
";"-05.7
";"-00.6
";"-03.8
";"+09.5
";"032
";2019-05-23 13:58:00
"+27.6
";"+26.4
";"-05.4
";"-00.6
";"-04.1
";"+09.4
";"032
";2019-05-23 13:58:10
"+27.6
";"+26.4
";"-06.1
";"-00.6
";"-04.5
";"+08.9
";"031
";2019-05-23 13:58:21
"+27.6
";"+26.7
";"-06.1
";"-00.6
";"-04.1
";"+09.4
";"032
";2019-05-23 13:58:31
"+27.7
";"+26.7
";"-05.7
";"-00.6
";"-04.5
";"+09.0
";"031
";2019-05-23 13:58:41
"+27.7
";"+26.7
";"-05.7
";"-00.6
";"-03.5
";"+09.1
";"031
";2019-05-23 13:58:51
"+27.7
";"+26.0
";"-06.1
";"-00.6
";"-03.8
";"+09.5
";"032
";2019-05-23 13:59:02
"+27.7
";"+26.4
";"-05.1
";"-00.6
";"-05.1
";"+09.5
";"032
";2019-05-23 13:59:12
"+27.7
";"+26.7
";"-05.7
";"-00.6
";"-04.8
";"+09.5
";"031
";2019-05-23 13:59:22
"+27.8
";"+26.0
";"-05.7
";"-00.3
";"-05.1
";"+09.6
";"032
";2019-05-23 13:59:32
"+27.8
";"+26.4
";"-05.4
";"-00.6
";"-03.5
";"+09.2
";"031
";2019-05-23 13:59:42
"+27.9
";"+26.4
";"-05.7
";"-00.6
";"-04.1
";"+09.2
";"031
";2019-05-23 13:59:53
"+27.9
";"+26.7
";"-05.7
";"-00.6
";"-04.1
";"+09.2
";"031
";2019-05-23 14:00:03
"+28.0
";"+26.0
";"-05.1
";"-00.6
";"-04.1
";"+09.3
";"031
";2019-05-23 14:00:13
"+28.0
";"+26.0
";"-06.1
";"-00.6
";"-04.5
";"+09.3
";"031
";2019-05-23 14:00:23
"+28.0
";"+26.4
";"-05.4
";"-00.6
";"-04.8
";"+09.3
";"031
";2019-05-23 14:00:33
"+28.0
";"+26.0
";"-06.1
";"-00.6
";"-03.8
";"+09.4
";"031
";2019-05-23 14:00:44
"+28.1
";"+26.7
";"-05.7
";"-00.6
";"-05.1
";"+09.4
";"031
";2019-05-23 14:00:54
"+28.1
";"+26.4
";"-05.7
";"-00.6
";"-03.8
";"+09.9
";"032
";2019-05-23 14:01:04
"+28.1
";"+26.4
";"-06.1
";"-00.6
";"-05.1
";"+09.4
";"031
";2019-05-23 14:01:14
"+28.2
";"+26.4
";"-05.7
";"-00.6
";"-03.5
";"+09.4
";"031
";2019-05-23 14:01:24
"+28.2
";"+26.7
";"-05.7
";"-00.6
";"-03.8
";"+09.4
";"031
";2019-05-23 14:01:35
"+28.2
";"+26.4
";"-06.1
";"-00.6
";"-04.5
";"+10.0
";"032
";2019-05-23 14:01:45
"+28.3
";"+26.4
";"-05.7
";"-00.6
";"-05.1
";"+10.0
";"032
";2019-05-23 14:01:55
"+28.3
";"+26.4
";"-05.7
";"-00.6
";"-04.1
";"+09.6
";"031
";2019-05-23 14:02:05
"+28.3
";"+26.7
";"-05.7
";"-00.6
";"-03.8
";"+10.1
";"032
";2019-05-23 14:02:15
"+28.3
";"+26.4
";"-05.7
";"-00.6
";"-04.1
";"+09.6
";"031
";2019-05-23 14:02:26
"+28.3
";"+26.4
";"-05.7
";"-00.6
";"-04.5
";"+09.6
";"031
";2019-05-23 14:02:36
"+28.3
";"+26.4
";"-05.7
";"-00.6
";"-04.1
";"+09.6
";"031
";2019-05-23 14:02:46
"+28.3
";"+26.4
";"-06.1
";"-00.9
";"-04.5
";"+09.5
";"031
";2019-05-23 14:02:56
"+28.3
";"+26.7
";"-06.1
";"-00.9
";"-04.1
";"+09.6
";"031
";2019-05-23 14:03:07
"+28.3
";"+26.7
";"-06.1
";"-00.6
";"-04.8
";"+09.5
";"031
";2019-05-23 14:03:17
"+28.2
";"+26.7
";"-06.1
";"-00.6
";"-03.5
";"+09.5
";"031
";2019-05-23 14:03:27
"+28.2
";"+26.7
";"-05.7
";"-00.6
";"-04.1
";"+09.5
";"031
";2019-05-23 14:03:37
"+28.2
";"+26.7
";"-05.7
";"-00.9
";"-03.8
";"+09.5
";"031
";2019-05-23 14:03:48
"+28.2
";"+26.4
";"-05.7
";"-00.6
";"-04.8
";"+10.5
";"033
";2019-05-23 14:03:58
"+28.3
";"+26.4
";"-06.1
";"-00.6
";"-04.5
";"+10.0
";"032
";2019-05-23 14:04:08
"+28.3
";"+26.4
";"-05.7
";"-00.6
";"-03.8
";"+09.6
";"031
";2019-05-23 14:04:18
"+28.3
";"+26.7
";"-06.1
";"-00.9
";"-03.5
";"+09.6
";"031
";2019-05-23 14:04:28
"+28.3
";"+26.7
";"-06.1
";"-00.6
";"-04.1
";"+09.5
";"031
";2019-05-23 14:04:39
"+28.3
";"+26.7
";"-06.1
";"-00.6
";"-04.8
";"+09.6
";"031
";2019-05-23 14:04:49
"+28.3
";"+26.7
";"-06.1
";"-00.6
";"-03.8
";"+10.1
";"032
";2019-05-23 14:04:59
"+28.4
";"+26.4
";"-06.1
";"-00.6
";"-05.1
";"+09.7
";"031
";2019-05-23 14:05:09
"+28.4
";"+26.4
";"-06.1
";"-00.6
";"-04.1
";"+09.7
";"031
";2019-05-23 14:05:19
"+28.5
";"+26.7
";"-05.7
";"-00.6
";"-05.1
";"+09.7
";"031
";2019-05-23 14:05:30
"+28.5
";"+26.7
";"-06.1
";"-00.6
";"-03.8
";"+09.7
";"031
";2019-05-23 14:05:40
"+28.6
";"+26.7
";"-06.1
";"-00.6
";"-05.1
";"+09.8
";"031
";2019-05-23 14:05:50
"+28.6
";"+26.7
";"-06.1
";"-00.6
";"-04.1
";"+09.8
";"031
";2019-05-23 14:06:00
"+28.6
";"+26.7
";"-05.7
";"-00.9
";"-04.1
";"+09.8
";"031
";2019-05-23 14:06:10
"+28.6
";"+26.7
";"-06.1
";"-00.6
";"-04.5
";"+09.8
";"031
";2019-05-23 14:06:21
"+28.6
";"+26.7
";"-06.1
";"-00.6
";"-04.1
";"+09.9
";"031
";2019-05-23 14:06:31
"+28.7
";"+26.7
";"-06.1
";"-00.6
";"-04.8
";"+09.4
";"030
";2019-05-23 14:06:41
"+28.7
";"+26.7
";"-06.1
";"-00.6
";"-04.8
";"+09.4
";"030
";2019-05-23 14:06:51
"+28.7
";"+27.3
";"-06.1
";"-00.9
";"-04.8
";"+09.9
";"030
";2019-05-23 14:07:01
"+28.7
";"+26.7
";"-06.1
";"-00.6
";"-04.1
";"+09.5
";"030
";2019-05-23 14:07:12
"+28.7
";"+26.7
";"-06.1
";"-00.6
";"-05.1
";"+09.5
";"030
";2019-05-23 14:07:22
"+28.8
";"+26.7
";"-05.7
";"-00.6
";"-04.8
";"+09.5
";"030
";2019-05-23 14:07:32
"+28.7
";"+26.7
";"-05.7
";"-00.6
";"-04.1
";"+09.5
";"030
";2019-05-23 14:07:42
"+28.8
";"+27.0
";"-05.7
";"-00.9
";"-04.1
";"+09.5
";"030
";2019-05-23 14:07:52
"+28.7
";"+26.4
";"-06.1
";"-00.6
";"-04.5
";"+09.5
";"030
";2019-05-23 14:08:03
"+28.8
";"+26.7
";"-06.1
";"-00.6
";"-04.8
";"+09.5
";"030
";2019-05-23 14:08:13
"+28.8
";"+26.7
";"-06.1
";"-00.9
";"-04.5
";"+09.5
";"030
";2019-05-23 14:08:23
"+28.6
";"+26.7
";"-06.1
";"-00.6
";"-04.5
";"+09.8
";"031
";2019-05-23 14:08:33
"+28.2
";"+26.7
";"-05.7
";"-00.6
";"-04.1
";"+09.5
";"031
";2019-05-23 14:08:44
"+28.0
";"+26.0
";"-06.1
";"-00.6
";"-04.1
";"+09.3
";"031
";2019-05-23 14:08:54
"+28.0
";"+26.7
";"-06.1
";"-00.9
";"-03.8
";"+09.3
";"031
";2019-05-23 14:09:04
"+28.0
";"+26.7
";"-06.1
";"-00.6
";"-04.5
";"+09.8
";"032
";2019-05-23 14:09:14
"+27.9
";"+26.0
";"-05.7
";"-00.6
";"-04.8
";"+09.2
";"031
";2019-05-23 14:09:24
"+27.9
";"+26.4
";"-06.1
";"-00.6
";"-04.5
";"+09.2
";"031
";2019-05-23 14:09:35
"+27.9
";"+26.7
";"-05.7
";"-00.9
";"-05.1
";"+09.2
";"031
";2019-05-23 14:09:45
"+27.9
";"+26.4
";"-05.7
";"-00.6
";"-05.1
";"+09.3
";"031
";2019-05-23 14:09:55
"+28.0
";"+26.4
";"-06.1
";"-00.9
";"-04.1
";"+09.3
";"031
";2019-05-23 14:10:05
"+28.0
";"+26.4
";"-06.1
";"-00.6
";"-03.5
";"+09.4
";"030
";2019-05-23 14:10:15
"+28.1
";"+26.0
";"-05.7
";"-00.9
";"-04.5
";"+09.4
";"031
";2019-05-23 14:10:26
"+28.1
";"+26.0
";"-05.7
";"-00.6
";"-04.1
";"+09.4
";"031
";2019-05-23 14:10:36
"+28.2
";"+26.4
";"-05.7
";"-00.6
";"-04.1
";"+09.5
";"031
";2019-05-23 14:10:46
"+28.2
";"+26.4
";"-06.1
";"-00.6
";"-04.8
";"+09.4
";"031
";2019-05-23 14:10:56
"+28.1
";"+26.7
";"-05.7
";"-00.6
";"-04.5
";"+09.4
";"031
";2019-05-23 14:11:06
"+28.2
";"+26.4
";"-05.7
";"-00.9
";"-04.5
";"+09.5
";"031
";2019-05-23 14:11:17
"+28.2
";"+26.0
";"-05.7
";"-00.9
";"-05.1
";"+09.5
";"031
";2019-05-23 14:11:27
"+28.3
";"+26.7
";"-05.7
";"-00.6
";"-04.5
";"+09.5
";"031
";2019-05-23 14:11:37
"+28.3
";"+26.7
";"-06.1
";"-00.9
";"-04.5
";"+09.6
";"031
";2019-05-23 14:11:47
"+28.3
";"+26.7
";"-06.1
";"-00.9
";"-05.4
";"+09.5
";"031
";2019-05-23 14:11:57
"+28.3
";"+26.7
";"-06.1
";"-00.6
";"-03.8
";"+09.6
";"031
";2019-05-23 14:12:08
"+28.2
";"+26.4
";"-06.1
";"-00.9
";"-04.1
";"+09.5
";"031
";2019-05-23 14:12:18
"+27.9
";"+26.4
";"-05.7
";"-00.6
";"-03.8
";"+09.2
";"031
";2019-05-23 14:12:28
"+27.7
";"+26.4
";"-06.1
";"-00.9
";"-04.5
";"+09.0
";"031
";2019-05-23 14:12:38
"+27.5
";"+26.0
";"-05.7
";"-00.6
";"-04.8
";"+08.9
";"031
";2019-05-23 14:12:49
"+27.4
";"+26.0
";"-05.7
";"-00.6
";"-03.8
";"+08.8
";"031
";2019-05-23 14:12:59
"+27.4
";"+26.4
";"-06.1
";"-00.6
";"-05.4
";"+08.8
";"031
";2019-05-23 14:13:09
"+27.4
";"+26.4
";"-05.7
";"-00.9
";"-03.8
";"+09.3
";"032
";2019-05-23 14:13:19
"+27.5
";"+26.4
";"-06.1
";"-00.9
";"-04.1
";"+09.3
";"032
";2019-05-23 14:13:29
"+27.5
";"+26.0
";"-05.7
";"-00.6
";"-04.1
";"+08.8
";"031
";2019-05-23 14:13:40
"+27.5
";"+26.7
";"-05.7
";"-00.6
";"-04.5
";"+08.9
";"031
";2019-05-23 14:13:50
"+27.5
";"+26.0
";"-05.7
";"-00.6
";"-03.5
";"+08.9
";"031
";2019-05-23 14:14:00
"+27.6
";"+26.0
";"-06.1
";"-00.6
";"-04.8
";"+08.9
";"031
";2019-05-23 14:14:10
"+27.6
";"+26.0
";"-05.7
";"-00.6
";"-04.5
";"+09.0
";"031
";2019-05-23 14:14:20
"+27.6
";"+26.4
";"-05.7
";"-00.9
";"-04.1
";"+09.0
";"031
";2019-05-23 14:14:31
"+27.7
";"+26.7
";"-06.1
";"-00.6
";"-04.1
";"+09.0
";"031
";2019-05-23 14:14:41
"+27.7
";"+26.4
";"-05.7
";"-00.9
";"-04.1
";"+09.1
";"031
";2019-05-23 14:14:51
"+27.8
";"+26.4
";"-05.7
";"-00.9
";"-03.2
";"+09.1
";"031
";2019-05-23 14:15:01
"+27.8
";"+26.4
";"-05.7
";"-00.6
";"-04.1
";"+09.1
";"031
";2019-05-23 14:15:11
"+27.9
";"+26.4
";"-05.4
";"-00.6
";"-04.8
";"+09.2
";"031
";2019-05-23 14:15:22
"+27.9
";"+26.4
";"-06.1
";"-00.6
";"-04.5
";"+09.2
";"031
";2019-05-23 14:15:32
"+27.9
";"+26.4
";"-05.7
";"-00.9
";"-04.5
";"+09.2
";"031
";2019-05-23 14:15:42
"+27.9
";"+26.4
";"-05.7
";"-00.6
";"-03.8
";"+09.2
";"031
";2019-05-23 14:15:52
"+27.8
";"+26.7
";"-06.1
";"-00.6
";"-05.1
";"+09.1
";"031
";2019-05-23 14:16:03
"+27.8
";"+26.4
";"-06.1
";"-00.6
";"-03.2
";"+09.1
";"031
";2019-05-23 14:16:13
"+27.9
";"+26.7
";"-05.7
";"-00.6
";"-04.1
";"+09.2
";"031
";2019-05-23 14:16:23
"+27.8
";"+26.4
";"-06.1
";"-00.6
";"-04.5
";"+09.2
";"031
";2019-05-23 14:16:33
"+27.9
";"+26.4
";"-06.1
";"-00.6
";"-04.5
";"+09.2
";"031
";2019-05-23 14:16:43
"+27.9
";"+26.4
";"-05.7
";"-00.6
";"-04.1
";"+09.2
";"031
";2019-05-23 14:16:54
"+27.9
";"+26.4
";"-06.1
";"-00.6
";"-04.1
";"+09.2
";"031
";2019-05-23 14:17:04
"+27.9
";"+26.4
";"-06.1
";"-00.3
";"-04.8
";"+09.2
";"031
";2019-05-23 14:17:14
"+28.0
";"+26.7
";"-05.7
";"-00.9
";"-04.8
";"+09.3
";"031
";2019-05-23 14:17:24
"+28.0
";"+26.7
";"-06.1
";"-00.6
";"-04.1
";"+09.3
";"031
";2019-05-23 14:17:34
"+28.0
";"+26.4
";"-05.7
";"-00.6
";"-03.8
";"+09.4
";"031
";2019-05-23 14:17:45
"+28.0
";"+26.7
";"-05.7
";"-00.9
";"-04.8
";"+09.3
";"031
";2019-05-23 14:17:55
"+28.0
";"+26.7
";"-05.7
";"-00.9
";"-05.1
";"+09.3
";"031
";2019-05-23 14:18:05
"+28.0
";"+26.7
";"-05.7
";"-00.9
";"-04.5
";"+09.3
";"031
";2019-05-23 14:18:15
"+28.0
";"+26.7
";"-06.1
";"-00.6
";"-04.1
";"+09.3
";"031
";2019-05-23 14:18:25
"+27.9
";"+26.7
";"-06.1
";"-00.9
";"-03.8
";"+09.2
";"031
";2019-05-23 14:18:36
"+27.9
";"+26.4
";"-05.7
";"-00.9
";"-04.8
";"+09.2
";"031
";2019-05-23 14:18:46
"+27.8
";"+26.7
";"-06.1
";"-00.6
";"-04.1
";"+09.2
";"031
";2019-05-23 14:18:56
"+27.9
";"+26.4
";"-05.7
";"-00.6
";"-04.5
";"+09.2
";"031
";2019-05-23 14:19:06
"+27.9
";"+26.4
";"-06.1
";"-00.6
";"-04.1
";"+09.2
";"031
";2019-05-23 14:19:16
"+27.9
";"+26.7
";"-06.1
";"-00.6
";"-04.1
";"+09.2
";"031
";2019-05-23 14:19:27
"+27.9
";"+26.7
";"-06.1
";"-00.9
";"-04.8
";"+09.2
";"031
";2019-05-23 14:19:37
"+27.9
";"+26.4
";"-05.7
";"-00.6
";"-03.8
";"+09.2
";"031
";2019-05-23 14:19:47
"+27.9
";"+26.4
";"-06.1
";"-00.9
";"-04.5
";"+09.2
";"031
";2019-05-23 14:19:57
"+27.9
";"+26.7
";"-05.7
";"-00.6
";"-03.8
";"+09.2
";"031
";2019-05-23 14:20:08
"+27.9
";"+26.0
";"-05.7
";"-00.9
";"-03.5
";"+09.2
";"031
";2019-05-23 14:20:18
"+27.9
";"+26.4
";"-05.7
";"-00.9
";"-03.8
";"+09.2
";"031
";2019-05-23 14:20:28
"+27.8
";"+26.7
";"-05.7
";"-00.6
";"-04.5
";"+09.2
";"031
";2019-05-23 14:20:38
"+27.9
";"+26.7
";"-06.1
";"-00.6
";"-03.8
";"+09.2
";"031
";2019-05-23 14:20:48
"+27.9
";"+26.4
";"-05.7
";"-00.6
";"-04.1
";"+09.2
";"031
";2019-05-23 14:20:59
"+27.9
";"+26.7
";"-05.7
";"-00.6
";"-03.8
";"+09.2
";"031
";2019-05-23 14:21:09
"+27.9
";"+26.7
";"-06.1
";"-00.6
";"-05.1
";"+09.2
";"031
";2019-05-23 14:21:19
"+27.9
";"+26.7
";"-06.1
";"-00.6
";"-02.8
";"+09.2
";"031
";2019-05-23 14:21:29
"+27.9
";"+26.7
";"-06.1
";"-00.9
";"-04.5
";"+09.2
";"031
";2019-05-23 14:21:39
"+27.9
";"+26.7
";"-05.7
";"-00.6
";"-04.5
";"+09.2
";"031
";2019-05-23 14:21:50
"+28.0
";"+26.4
";"-05.7
";"-00.6
";"-04.5
";"+09.3
";"031
";2019-05-23 14:22:00
"+27.9
";"+26.0
";"-06.1
";"-00.6
";"-03.8
";"+09.2
";"031
";2019-05-23 14:22:10
"+27.9
";"+26.7
";"-05.7
";"-00.6
";"-04.5
";"+09.2
";"031
";2019-05-23 14:22:20
"+27.9
";"+26.7
";"-05.7
";"-00.9
";"-04.5
";"+09.2
";"031
";2019-05-23 14:22:30
"+27.9
";"+26.4
";"-05.7
";"-00.6
";"-04.5
";"+09.2
";"031
";2019-05-23 14:22:41
"+27.9
";"+26.4
";"-05.7
";"-00.6
";"-04.1
";"+09.2
";"031
";2019-05-23 14:22:51
"+28.0
";"+26.7
";"-06.1
";"-00.6
";"-04.5
";"+09.3
";"031
";2019-05-23 14:23:01
