Temperature0;Temperature1;Temperature2;Temperature3;Temperature4;Temperature_Rose;Humidite;Temps
"+27.5
";"+26.4
";"-05.7
";"-00.3
";"-04.1
";"+09.3
";"032
";2019-05-23 10:34:37
"+27.5
";"+26.7
";"-05.7
";"-00.9
";"-03.8
";"+08.9
";"031
";2019-05-23 10:34:47
"+27.5
";"+26.7
";"-05.7
";"-00.9
";"-04.1
";"+08.9
";"031
";2019-05-23 10:34:57
"+27.5
";"+26.0
";"-05.7
";"-00.6
";"-04.1
";"+08.9
";"031
";2019-05-23 10:35:08
"+27.6
";"+26.4
";"-05.7
";"-00.6
";"-04.5
";"+08.9
";"031
";2019-05-23 10:35:18
"+27.6
";"+26.4
";"-06.1
";"-00.3
";"-04.5
";"+09.4
";"032
";2019-05-23 10:35:28
"+27.6
";"+26.0
";"-05.7
";"-00.6
";"-04.1
";"+09.0
";"031
";2019-05-23 10:35:38
"+27.6
";"+26.7
";"-05.7
";"-00.9
";"-03.5
";"+09.0
";"031
";2019-05-23 10:35:48
"+27.7
";"+26.7
";"-05.7
";"-00.9
";"-04.8
";"+09.0
";"031
";2019-05-23 10:35:59
"+27.7
";"+26.4
";"-05.7
";"-00.6
";"-04.5
";"+09.5
";"032
";2019-05-23 10:36:09
"+27.7
";"+26.4
";"-06.1
";"-00.6
";"-04.5
";"+09.5
";"032
";2019-05-23 10:36:19
"+27.7
";"+26.7
";"-06.1
";"-00.6
";"-04.5
";"+09.6
";"032
";2019-05-23 10:36:29
"+27.8
";"+26.7
";"-06.1
";"-00.6
";"-04.1
";"+09.1
";"031
";2019-05-23 10:36:39
"+27.7
";"+26.0
";"-06.1
";"-00.9
";"-04.5
";"+09.1
";"031
";2019-05-23 10:36:50
"+27.8
";"+26.4
";"-06.1
";"-00.6
";"-05.4
";"+09.1
";"031
";2019-05-23 10:37:00
"+27.8
";"+26.7
";"-05.7
";"-00.6
";"-04.5
";"+09.1
";"031
";2019-05-23 10:37:10
"+27.8
";"+26.7
";"-05.7
";"-00.6
";"-04.5
";"+09.2
";"031
";2019-05-23 10:37:20
"+27.8
";"+26.4
";"-06.1
";"-00.3
";"-03.5
";"+09.2
";"031
";2019-05-23 10:37:30
"+27.9
";"+27.0
";"-06.1
";"-00.6
";"-03.8
";"+09.2
";"031
";2019-05-23 10:37:41
"+27.8
";"+26.4
";"-05.7
";"-00.9
";"-03.8
";"+09.2
";"031
";2019-05-23 10:37:51
"+27.8
";"+26.4
";"-05.7
";"-00.6
";"-03.8
";"+09.1
";"031
";2019-05-23 10:38:01
"+27.8
";"+26.4
";"-05.7
";"-00.6
";"-04.1
";"+09.2
";"031
";2019-05-23 10:38:11
"+27.9
";"+26.7
";"-05.7
";"-00.6
";"-04.1
";"+09.2
";"031
";2019-05-23 10:38:21
"+27.9
";"+26.7
";"-05.7
";"-00.9
";"-04.1
";"+09.7
";"032
";2019-05-23 10:38:32
"+27.9
";"+26.4
";"-05.7
";"-00.6
";"-03.8
";"+09.7
";"032
";2019-05-23 10:38:42
"+27.9
";"+27.0
";"-06.1
";"-00.3
";"-03.8
";"+09.7
";"032
";2019-05-23 10:38:52
"+28.0
";"+26.4
";"-06.1
";"-00.6
";"-03.8
";"+11.5
";"036
";2019-05-23 10:39:02
"+28.0
";"+26.7
";"-06.1
";"-00.6
";"-03.8
";"+09.7
";"032
";2019-05-23 10:39:13
"+28.0
";"+26.4
";"-06.1
";"-00.6
";"-04.8
";"+09.3
";"031
";2019-05-23 10:39:23
"+28.0
";"+27.0
";"-05.7
";"-00.6
";"-03.8
";"+10.2
";"033
";2019-05-23 10:39:33
"+28.0
";"+26.7
";"-05.7
";"-00.6
";"-04.5
";"+09.3
";"031
";2019-05-23 10:39:43
"+28.0
";"+26.7
";"-05.7
";"-00.6
";"-03.5
";"+09.3
";"031
";2019-05-23 10:39:53
"+28.0
";"+26.7
";"-05.7
";"-00.9
";"-05.4
";"+09.7
";"032
";2019-05-23 10:40:04
"+27.9
";"+26.4
";"-05.7
";"-00.6
";"-05.4
";"+09.7
";"032
";2019-05-23 10:40:14
"+28.0
";"+26.4
";"-06.1
";"-00.6
";"-04.1
";"+09.3
";"031
";2019-05-23 10:40:24
"+28.0
";"+26.4
";"-05.7
";"-00.6
";"-04.5
";"+09.3
";"031
";2019-05-23 10:40:34
"+28.0
";"+26.4
";"-06.1
";"-00.9
";"-03.5
";"+09.3
";"031
";2019-05-23 10:40:44
"+28.0
";"+26.4
";"-05.7
";"-00.6
";"-03.5
";"+09.3
";"031
";2019-05-23 10:40:55
"+28.0
";"+26.4
";"-05.7
";"-00.6
";"-03.8
";"+09.3
";"031
";2019-05-23 10:41:05
"+28.0
";"+26.7
";"-05.7
";"-00.6
";"-04.5
";"+09.3
";"031
";2019-05-23 10:41:15
"+28.0
";"+26.4
";"-06.1
";"-00.9
";"-03.2
";"+09.3
";"031
";2019-05-23 10:41:25
"+28.0
";"+26.4
";"-06.1
";"-00.6
";"-04.1
";"+09.3
";"031
";2019-05-23 10:41:35
"+28.1
";"+26.4
";"-06.1
";"-00.6
";"-04.8
";"+09.4
";"031
";2019-05-23 10:41:46
"+28.1
";"+26.7
";"-05.7
";"-00.6
";"-04.5
";"+09.4
";"031
";2019-05-23 10:41:56
"+28.1
";"+26.4
";"-05.7
";"-00.6
";"-03.8
";"+09.4
";"031
";2019-05-23 10:42:06
"+28.1
";"+26.4
";"-06.1
";"-00.9
";"-03.8
";"+09.4
";"031
";2019-05-23 10:42:16
"+28.1
";"+26.4
";"-06.1
";"-00.9
";"-04.1
";"+09.4
";"031
";2019-05-23 10:42:26
"+28.1
";"+26.7
";"-06.1
";"-00.6
";"-05.1
";"+09.4
";"031
";2019-05-23 10:42:37
"+28.1
";"+26.7
";"-06.1
";"-00.3
";"-05.1
";"+09.4
";"031
";2019-05-23 10:42:47
"+28.1
";"+26.4
";"-05.7
";"-00.6
";"-04.8
";"+09.4
";"031
";2019-05-23 10:42:57
"+28.1
";"+26.4
";"-05.7
";"-00.6
";"-04.1
";"+09.3
";"031
";2019-05-23 10:43:07
"+28.0
";"+26.4
";"-05.4
";"-00.9
";"-04.1
";"+09.3
";"031
";2019-05-23 10:43:18
"+28.1
";"+26.4
";"-06.1
";"-00.6
";"-04.5
";"+09.4
";"031
";2019-05-23 10:43:28
"+28.1
";"+26.4
";"-05.7
";"-00.9
";"-04.5
";"+09.4
";"031
";2019-05-23 10:43:38
"+28.0
";"+26.0
";"-05.7
";"-00.9
";"-04.8
";"+10.2
";"033
";2019-05-23 10:43:48
"+28.0
";"+26.7
";"-05.7
";"-00.6
";"-03.8
";"+09.3
";"031
";2019-05-23 10:43:58
"+28.0
";"+26.0
";"-06.1
";"-00.6
";"-04.5
";"+09.3
";"031
";2019-05-23 10:44:09
"+28.0
";"+26.4
";"-06.1
";"-00.9
";"-04.5
";"+09.3
";"031
";2019-05-23 10:44:19
"+28.0
";"+26.4
";"-05.7
";"-00.6
";"-04.8
";"+09.3
";"031
";2019-05-23 10:44:29
"+28.0
";"+26.7
";"-06.1
";"-00.6
";"-05.1
";"+09.3
";"031
";2019-05-23 10:44:39
"+28.0
";"+26.0
";"-05.7
";"-00.6
";"-04.1
";"+09.3
";"031
";2019-05-23 10:44:49
"+28.0
";"+26.4
";"-06.1
";"-00.6
";"-04.5
";"+09.3
";"031
";2019-05-23 10:45:00
"+28.0
";"+26.7
";"-06.1
";"-00.6
";"-04.5
";"+09.4
";"031
";2019-05-23 10:45:10
"+28.0
";"+26.4
";"-06.1
";"-00.6
";"-04.8
";"+09.3
";"031
";2019-05-23 10:45:20
"+28.0
";"+26.7
";"-05.7
";"-00.6
";"-04.1
";"+09.3
";"031
";2019-05-23 10:45:30
"+28.0
";"+26.0
";"-05.7
";"-00.6
";"-03.8
";"+09.3
";"031
";2019-05-23 10:45:40
"+28.0
";"+26.4
";"-05.7
";"-00.9
";"-04.1
";"+09.3
";"031
";2019-05-23 10:45:51
"+28.0
";"+26.4
";"-06.1
";"-00.6
";"-04.1
";"+09.3
";"031
";2019-05-23 10:46:01
"+28.0
";"+26.4
";"-05.7
";"-00.6
";"-03.8
";"+09.3
";"031
";2019-05-23 10:46:11
"+28.0
";"+26.4
";"-05.7
";"-00.9
";"-03.8
";"+09.3
";"031
";2019-05-23 10:46:21
"+28.1
";"+26.7
";"-06.1
";"-00.3
";"-04.5
";"+09.4
";"031
";2019-05-23 10:46:32
"+28.1
";"+26.7
";"-06.1
";"-00.9
";"-04.8
";"+09.4
";"031
";2019-05-23 10:46:42
"+28.1
";"+26.4
";"-05.7
";"-00.6
";"-04.5
";"+09.4
";"031
";2019-05-23 10:46:52
"+28.1
";"+26.7
";"-06.1
";"-00.9
";"-04.5
";"+09.4
";"031
";2019-05-23 10:47:02
"+28.1
";"+26.7
";"-05.7
";"-00.6
";"-04.1
";"+09.4
";"031
";2019-05-23 10:47:12
"+28.1
";"+26.4
";"-06.1
";"-00.3
";"-04.8
";"+09.4
";"031
";2019-05-23 10:47:23
"+28.1
";"+26.4
";"-05.7
";"-00.6
";"-03.5
";"+09.4
";"031
";2019-05-23 10:47:33
"+28.2
";"+26.0
";"-05.7
";"-00.9
";"-04.1
";"+09.4
";"031
";2019-05-23 10:47:43
"+28.2
";"+26.7
";"-05.7
";"-00.6
";"-03.5
";"+09.5
";"031
";2019-05-23 10:47:53
"+28.2
";"+26.7
";"-05.7
";"-00.9
";"-04.5
";"+09.5
";"031
";2019-05-23 10:48:03
"+28.2
";"+26.7
";"-06.1
";"-00.6
";"-05.7
";"+09.5
";"031
";2019-05-23 10:48:14
"+28.3
";"+26.7
";"-06.1
";"-00.6
";"-05.1
";"+09.6
";"031
";2019-05-23 10:48:24
"+28.2
";"+26.4
";"-06.1
";"-00.6
";"-04.8
";"+09.5
";"031
";2019-05-23 10:48:34
"+28.2
";"+26.7
";"-06.1
";"-00.6
";"-04.5
";"+10.0
";"032
";2019-05-23 10:48:44
"+28.2
";"+26.7
";"-05.7
";"-00.6
";"-04.1
";"+09.5
";"031
";2019-05-23 10:48:54
"+28.2
";"+26.7
";"-05.7
";"-00.3
";"-04.1
";"+09.5
";"031
";2019-05-23 10:49:05
"+28.2
";"+26.7
";"-06.1
";"-00.6
";"-04.1
";"+09.5
";"031
";2019-05-23 10:49:15
"+28.2
";"+26.7
";"-05.7
";"-00.6
";"-04.1
";"+09.4
";"031
";2019-05-23 10:49:25
"+28.2
";"+26.7
";"-06.1
";"-00.6
";"-04.5
";"+09.5
";"031
";2019-05-23 10:49:35
"+28.2
";"+26.7
";"-06.1
";"-00.6
";"-04.8
";"+09.5
";"031
";2019-05-23 10:49:45
"+28.2
";"+26.7
";"-06.1
";"-00.6
";"-05.1
";"+09.4
";"031
";2019-05-23 10:49:56
"+28.2
";"+26.7
";"-06.1
";"-00.9
";"-05.7
";"+09.5
";"031
";2019-05-23 10:50:06
"+28.2
";"+26.7
";"-06.1
";"-00.6
";"-03.8
";"+09.5
";"031
";2019-05-23 10:50:16
"+28.2
";"+26.4
";"-06.1
";"-00.6
";"-05.4
";"+09.5
";"031
";2019-05-23 10:50:26
"+28.2
";"+26.7
";"-06.1
";"-00.9
";"-03.8
";"+09.5
";"031
";2019-05-23 10:50:36
"+28.2
";"+26.7
";"-06.1
";"-00.6
";"-05.1
";"+09.5
";"031
";2019-05-23 10:50:47
"+28.2
";"+26.7
";"-06.1
";"-00.3
";"-04.5
";"+09.5
";"031
";2019-05-23 10:50:57
"+28.2
";"+26.7
";"-06.1
";"-00.6
";"-05.1
";"+09.5
";"031
";2019-05-23 10:51:07
"+28.3
";"+26.7
";"-05.7
";"-00.9
";"-04.8
";"+09.5
";"031
";2019-05-23 10:51:17
"+28.3
";"+26.4
";"-06.1
";"-00.6
";"-04.8
";"+09.6
";"031
";2019-05-23 10:51:28
"+28.3
";"+27.0
";"-05.7
";"-00.6
";"-03.5
";"+09.5
";"031
";2019-05-23 10:51:38
"+28.3
";"+26.7
";"-05.7
";"-00.6
";"-04.8
";"+09.6
";"031
";2019-05-23 10:51:48
"+28.3
";"+26.7
";"-06.1
";"-00.3
";"-04.5
";"+09.6
";"031
";2019-05-23 10:51:58
"+28.3
";"+26.7
";"-05.7
";"-00.6
";"-04.1
";"+09.6
";"031
";2019-05-23 10:52:08
"+28.4
";"+26.4
";"-06.1
";"-00.6
";"-04.1
";"+09.7
";"031
";2019-05-23 10:52:19
"+28.4
";"+26.7
";"-06.1
";"-00.9
";"-04.5
";"+09.7
";"031
";2019-05-23 10:52:29
"+28.5
";"+26.7
";"-06.1
";"-00.3
";"-04.1
";"+09.7
";"031
";2019-05-23 10:52:39
"+28.5
";"+27.0
";"-05.7
";"-00.6
";"-04.1
";"+09.7
";"031
";2019-05-23 10:52:49
"+28.5
";"+26.7
";"-06.1
";"-00.6
";"-03.5
";"+09.3
";"030
";2019-05-23 10:52:59
"+28.5
";"+26.7
";"-06.1
";"-00.6
";"-04.5
";"+09.8
";"031
";2019-05-23 10:53:10
"+28.5
";"+26.7
";"-06.1
";"-00.6
";"-05.7
";"+09.2
";"031
";2019-05-23 10:53:20
"+28.5
";"+26.7
";"-06.1
";"-00.9
";"-04.5
";"+09.3
";"030
";2019-05-23 10:53:30
"+28.5
";"+26.7
";"-06.1
";"-00.3
";"-03.5
";"+09.2
";"030
";2019-05-23 10:53:40
"+28.4
";"+26.7
";"-05.7
";"-00.6
";"-03.8
";"+09.2
";"030
";2019-05-23 10:53:50
"+28.4
";"+26.4
";"-06.1
";"-00.9
";"-04.1
";"+09.2
";"030
";2019-05-23 10:54:01
"+28.5
";"+26.7
";"-06.1
";"-00.6
";"-04.1
";"+09.7
";"031
";2019-05-23 10:54:11
"+28.5
";"+26.7
";"-05.7
";"-00.9
";"-04.1
";"+10.2
";"032
";2019-05-23 10:54:21
"+28.5
";"+26.4
";"-05.7
";"-00.6
";"-04.5
";"+09.7
";"031
";2019-05-23 10:54:31
"+28.5
";"+26.7
";"-05.7
";"-00.3
";"-04.8
";"+09.7
";"031
";2019-05-23 10:54:41
"+28.5
";"+26.7
";"-06.1
";"-00.6
";"-05.7
";"+09.7
";"031
";2019-05-23 10:54:52
"+28.5
";"+26.7
";"-06.1
";"-00.9
";"-04.5
";"+09.7
";"031
";2019-05-23 10:55:02
"+28.5
";"+26.7
";"-06.1
";"-00.9
";"-04.1
";"+09.8
";"031
";2019-05-23 10:55:12
"+28.6
";"+27.0
";"-06.1
";"-00.9
";"-04.8
";"+09.8
";"031
";2019-05-23 10:55:22
"+28.6
";"+27.0
";"-05.7
";"-00.6
";"-04.5
";"+09.3
";"030
";2019-05-23 10:55:32
"+28.6
";"+26.7
";"-06.1
";"-00.6
";"-05.1
";"+09.4
";"030
";2019-05-23 10:55:43
"+28.6
";"+26.7
";"-05.7
";"-00.6
";"-04.1
";"+09.3
";"030
";2019-05-23 10:55:53
"+28.6
";"+26.4
";"-06.1
";"-00.6
";"-04.8
";"+09.3
";"030
";2019-05-23 10:56:03
"+28.5
";"+27.0
";"-05.7
";"-00.6
";"-03.8
";"+09.3
";"030
";2019-05-23 10:56:13
"+28.5
";"+26.7
";"-06.1
";"-00.9
";"-04.1
";"+09.2
";"030
";2019-05-23 10:56:24
"+28.5
";"+26.4
";"-06.1
";"-00.6
";"-03.8
";"+09.2
";"030
";2019-05-23 10:56:34
"+28.5
";"+26.4
";"-06.1
";"-00.6
";"-03.8
";"+09.2
";"030
";2019-05-23 10:56:44
"+28.5
";"+26.0
";"-05.7
";"-00.6
";"-05.1
";"+09.7
";"031
";2019-05-23 10:56:54
"+28.4
";"+26.4
";"-06.1
";"-00.6
";"-04.5
";"+09.7
";"031
";2019-05-23 10:57:04
"+28.3
";"+26.4
";"-05.7
";"-00.6
";"-05.1
";"+09.6
";"031
";2019-05-23 10:57:15
"+28.3
";"+26.4
";"-06.1
";"-00.3
";"-04.1
";"+09.5
";"031
";2019-05-23 10:57:25
"+28.2
";"+26.4
";"-06.1
";"-00.6
";"-04.8
";"+10.0
";"032
";2019-05-23 10:57:35
"+28.2
";"+26.7
";"-05.7
";"-00.6
";"-05.4
";"+09.5
";"031
";2019-05-23 10:57:45
"+28.1
";"+26.4
";"-06.1
";"-00.6
";"-04.8
";"+09.9
";"032
";2019-05-23 10:57:55
"+28.1
";"+26.7
";"-06.1
";"-00.6
";"-04.1
";"+09.4
";"031
";2019-05-23 10:58:06
"+28.1
";"+26.4
";"-06.1
";"-00.6
";"-04.5
";"+09.4
";"031
";2019-05-23 10:58:16
"+28.1
";"+26.0
";"-06.1
";"-00.6
";"-04.5
";"+08.9
";"030
";2019-05-23 10:58:26
"+28.1
";"+26.4
";"-05.7
";"-00.6
";"-04.8
";"+09.3
";"031
";2019-05-23 10:58:36
"+28.0
";"+26.7
";"-05.7
";"-00.9
";"-03.8
";"+09.4
";"031
";2019-05-23 10:58:46
"+28.1
";"+26.4
";"-06.1
";"-00.6
";"-04.8
";"+09.4
";"031
";2019-05-23 10:58:57
"+28.1
";"+26.7
";"-06.1
";"-00.6
";"-03.8
";"+09.3
";"031
";2019-05-23 10:59:07
"+28.1
";"+26.7
";"-06.1
";"-00.6
";"-04.1
";"+09.4
";"031
";2019-05-23 10:59:17
"+28.1
";"+26.4
";"-06.1
";"-00.6
";"-03.5
";"+09.4
";"031
";2019-05-23 10:59:27
"+28.1
";"+26.4
";"-05.7
";"-00.9
";"-03.5
";"+09.4
";"031
";2019-05-23 10:59:37
"+28.1
";"+26.4
";"-05.7
";"-00.6
";"-03.8
";"+09.4
";"031
";2019-05-23 10:59:48
"+28.1
";"+26.4
";"-05.7
";"-00.9
";"-04.1
";"+09.4
";"031
";2019-05-23 10:59:58
"+28.3
";"+26.4
";"-05.7
";"-00.6
";"-04.1
";"+09.6
";"031
";2019-05-23 11:00:08
"+28.3
";"+26.0
";"-05.7
";"-00.6
";"-04.8
";"+09.6
";"031
";2019-05-23 11:00:18
"+28.3
";"+26.0
";"-05.7
";"-00.6
";"-04.5
";"+09.1
";"030
";2019-05-23 11:00:29
"+28.3
";"+26.7
";"-05.7
";"-00.6
";"-03.8
";"+09.1
";"030
";2019-05-23 11:00:39
"+28.3
";"+26.4
";"-06.1
";"-00.6
";"-03.8
";"+09.1
";"030
";2019-05-23 11:00:49
"+28.3
";"+26.4
";"-06.1
";"-00.6
";"-04.1
";"+09.1
";"030
";2019-05-23 11:00:59
"+28.3
";"+26.0
";"-05.7
";"-00.6
";"-04.8
";"+09.1
";"030
";2019-05-23 11:01:09
"+28.4
";"+26.0
";"-06.1
";"-00.6
";"-04.5
";"+09.1
";"030
";2019-05-23 11:01:20
"+28.4
";"+26.7
";"-05.4
";"-00.6
";"-04.8
";"+09.2
";"030
";2019-05-23 11:01:30
"+28.4
";"+26.0
";"-05.7
";"-00.6
";"-04.5
";"+09.2
";"030
";2019-05-23 11:01:40
"+28.4
";"+26.4
";"-06.1
";"-00.6
";"-04.5
";"+09.2
";"030
";2019-05-23 11:01:50
"+28.4
";"+26.0
";"-05.7
";"-00.6
";"-05.4
";"+09.2
";"030
";2019-05-23 11:02:00
"+28.4
";"+26.4
";"-06.1
";"-00.6
";"-04.8
";"+09.2
";"030
";2019-05-23 11:02:11
"+28.4
";"+26.4
";"-05.7
";"-00.9
";"-04.5
";"+09.2
";"030
";2019-05-23 11:02:21
"+28.5
";"+26.4
";"-06.1
";"-00.6
";"-04.5
";"+09.2
";"030
";2019-05-23 11:02:31
"+28.4
";"+26.7
";"-05.7
";"-00.9
";"-04.1
";"+09.2
";"030
";2019-05-23 11:02:41
"+28.4
";"+26.4
";"-05.4
";"-00.9
";"-05.1
";"+09.2
";"030
";2019-05-23 11:02:51
"+28.4
";"+26.0
";"-06.1
";"-00.6
";"-03.8
";"+09.2
";"030
";2019-05-23 11:03:02
"+28.3
";"+26.4
";"-06.1
";"-00.6
";"-05.1
";"+09.1
";"030
";2019-05-23 11:03:12
"+28.3
";"+26.4
";"-05.4
";"-00.6
";"-04.5
";"+09.6
";"031
";2019-05-23 11:03:22
"+28.3
";"+26.7
";"-05.7
";"-00.6
";"-03.8
";"+09.6
";"031
";2019-05-23 11:03:32
"+28.3
";"+26.4
";"-05.7
";"-00.6
";"-04.1
";"+09.6
";"031
";2019-05-23 11:03:42
"+28.3
";"+27.0
";"-05.1
";"-00.6
";"-04.1
";"+09.6
";"031
";2019-05-23 11:03:53
"+28.3
";"+26.7
";"-06.1
";"-00.6
";"-04.5
";"+09.6
";"031
";2019-05-23 11:04:03
"+28.3
";"+26.7
";"-05.7
";"-00.6
";"-02.8
";"+09.6
";"031
";2019-05-23 11:04:13
"+28.3
";"+26.7
";"-05.4
";"-00.6
";"-04.1
";"+09.6
";"031
";2019-05-23 11:04:23
"+28.3
";"+26.7
";"-06.1
";"-00.6
";"-04.1
";"+09.6
";"031
";2019-05-23 11:04:33
"+28.3
";"+26.4
";"-05.7
";"-00.6
";"-04.5
";"+09.6
";"031
";2019-05-23 11:04:44
"+28.4
";"+26.4
";"-05.4
";"-00.6
";"-04.1
";"+09.6
";"031
";2019-05-23 11:04:54
"+28.4
";"+26.4
";"-06.1
";"-00.6
";"-03.5
";"+09.6
";"031
";2019-05-23 11:05:04
"+28.4
";"+26.7
";"-05.7
";"-00.6
";"-05.1
";"+09.1
";"030
";2019-05-23 11:05:14
"+28.3
";"+26.4
";"-06.1
";"-00.6
";"-03.8
";"+09.1
";"030
";2019-05-23 11:05:25
"+28.3
";"+26.7
";"-05.7
";"-00.6
";"-03.8
";"+09.5
";"031
";2019-05-23 11:05:35
"+28.3
";"+26.7
";"-06.1
";"-00.6
";"-04.5
";"+09.5
";"031
";2019-05-23 11:05:45
"+28.3
";"+26.7
";"-06.1
";"-00.6
";"-05.1
";"+09.5
";"031
";2019-05-23 11:05:55
"+28.2
";"+26.4
";"-05.7
";"-00.9
";"-04.8
";"+09.5
";"031
";2019-05-23 11:06:05
"+28.3
";"+26.4
";"-06.1
";"-00.6
";"-04.1
";"+09.5
";"031
";2019-05-23 11:06:16
"+28.3
";"+26.4
";"-06.1
";"-00.3
";"-04.5
";"+09.6
";"031
";2019-05-23 11:06:26
"+28.3
";"+26.4
";"-05.7
";"-00.6
";"-04.1
";"+09.6
";"031
";2019-05-23 11:06:36
"+28.3
";"+26.0
";"-06.1
";"-00.6
";"-04.5
";"+09.6
";"031
";2019-05-23 11:06:46
"+28.3
";"+26.7
";"-05.7
";"-00.6
";"-04.5
";"+09.6
";"031
";2019-05-23 11:06:56
"+28.3
";"+27.0
";"-05.7
";"-00.6
";"-04.1
";"+09.6
";"031
";2019-05-23 11:07:07
"+28.4
";"+26.7
";"-05.7
";"-00.9
";"-03.8
";"+09.7
";"031
";2019-05-23 11:07:17
"+28.4
";"+26.4
";"-06.1
";"-00.6
";"-04.8
";"+09.7
";"031
";2019-05-23 11:07:27
"+28.4
";"+26.4
";"-05.7
";"-00.9
";"-03.8
";"+09.7
";"031
";2019-05-23 11:07:37
"+28.5
";"+26.7
";"-05.7
";"-00.9
";"-04.5
";"+09.7
";"031
";2019-05-23 11:07:47
"+28.4
";"+27.0
";"-05.7
";"-00.6
";"-05.1
";"+09.7
";"031
";2019-05-23 11:07:58
"+28.4
";"+26.7
";"-06.1
";"-00.3
";"-03.8
";"+09.7
";"031
";2019-05-23 11:08:08
"+28.4
";"+26.7
";"-06.1
";"-00.6
";"-05.1
";"+09.7
";"031
";2019-05-23 11:08:18
"+28.4
";"+26.7
";"-05.7
";"-00.6
";"-04.1
";"+09.7
";"031
";2019-05-23 11:08:28
"+28.4
";"+26.4
";"-06.1
";"-00.9
";"-04.1
";"+10.1
";"032
";2019-05-23 11:08:38
"+28.3
";"+26.4
";"-06.1
";"-00.6
";"-05.4
";"+09.6
";"031
";2019-05-23 11:08:49
"+28.4
";"+26.7
";"-06.1
";"-00.6
";"-03.5
";"+09.7
";"031
";2019-05-23 11:08:59
"+28.4
";"+26.7
";"-06.1
";"-00.6
";"-04.1
";"+09.2
";"030
";2019-05-23 11:09:09
"+28.5
";"+26.7
";"-05.7
";"-00.6
";"-04.8
";"+09.2
";"030
";2019-05-23 11:09:19
"+28.5
";"+26.7
";"-06.1
";"-00.6
";"-05.1
";"+09.7
";"031
";2019-05-23 11:09:30
"+28.5
";"+26.7
";"-06.1
";"-00.6
";"-05.1
";"+09.7
";"031
";2019-05-23 11:09:40
"+28.5
";"+26.7
";"-06.1
";"-00.6
";"-04.1
";"+09.2
";"030
";2019-05-23 11:09:50
"+28.6
";"+26.7
";"-06.1
";"-00.6
";"-03.8
";"+09.3
";"030
";2019-05-23 11:10:00
"+28.6
";"+26.4
";"-06.1
";"-00.6
";"-04.1
";"+09.3
";"030
";2019-05-23 11:10:10
"+28.6
";"+27.0
";"-05.7
";"-00.6
";"-03.5
";"+09.8
";"031
";2019-05-23 11:10:21
"+28.6
";"+26.7
";"-06.1
";"-00.6
";"-04.8
";"+09.3
";"030
";2019-05-23 11:10:31
"+28.6
";"+26.7
";"-05.7
";"-00.6
";"-04.1
";"+09.8
";"031
";2019-05-23 11:10:41
"+28.5
";"+26.7
";"-06.1
";"-00.9
";"-03.5
";"+09.8
";"031
";2019-05-23 11:10:51
"+28.6
";"+26.7
";"-05.7
";"-00.6
";"-04.1
";"+09.3
";"030
";2019-05-23 11:11:01
"+28.4
";"+26.7
";"-05.7
";"-00.6
";"-04.1
";"+09.2
";"030
";2019-05-23 11:11:12
"+28.5
";"+26.7
";"-06.1
";"-00.6
";"-05.1
";"+09.2
";"030
";2019-05-23 11:11:22
"+28.4
";"+26.7
";"-06.1
";"-00.6
";"-04.5
";"+09.1
";"030
";2019-05-23 11:11:32
"+28.4
";"+26.7
";"-05.7
";"-00.6
";"-04.5
";"+09.1
";"030
";2019-05-23 11:11:42
"+28.3
";"+26.7
";"-05.7
";"-00.6
";"-04.8
";"+09.5
";"031
";2019-05-23 11:11:52
"+28.2
";"+26.7
";"-05.7
";"-00.6
";"-03.8
";"+09.5
";"031
";2019-05-23 11:12:03
"+28.2
";"+26.7
";"-06.1
";"-00.6
";"-04.8
";"+09.5
";"031
";2019-05-23 11:12:13
"+28.1
";"+26.7
";"-05.7
";"-00.6
";"-05.1
";"+09.4
";"031
";2019-05-23 11:12:23
"+28.1
";"+26.7
";"-05.7
";"-00.6
";"-05.1
";"+09.4
";"031
";2019-05-23 11:12:33
"+28.0
";"+26.0
";"-05.4
";"-00.6
";"-04.5
";"+09.4
";"031
";2019-05-23 11:12:43
"+28.0
";"+26.4
";"-06.1
";"-00.6
";"-04.1
";"+09.3
";"031
";2019-05-23 11:12:54
"+28.0
";"+26.7
";"-05.4
";"-00.6
";"-05.1
";"+08.8
";"030
";2019-05-23 11:13:04
"+28.0
";"+26.4
";"-05.7
";"-00.6
";"-04.1
";"+09.3
";"031
";2019-05-23 11:13:14
"+28.0
";"+26.4
";"-06.1
";"-00.6
";"-04.1
";"+09.3
";"031
";2019-05-23 11:13:24
"+28.0
";"+26.4
";"-05.7
";"-00.9
";"-03.8
";"+08.8
";"030
";2019-05-23 11:13:35
"+28.0
";"+26.0
";"-05.4
";"-00.6
";"-04.5
";"+08.8
";"030
";2019-05-23 11:13:45
"+28.0
";"+26.0
";"-05.7
";"-00.6
";"-04.1
";"+08.9
";"030
";2019-05-23 11:13:55
"+28.0
";"+26.4
";"-05.7
";"-00.6
";"-04.5
";"+09.3
";"031
";2019-05-23 11:14:05
"+28.0
";"+26.4
";"-05.7
";"-00.6
";"-04.1
";"+09.3
";"031
";2019-05-23 11:14:15
"+28.0
";"+26.4
";"-05.7
";"-00.3
";"-05.4
";"+09.3
";"031
";2019-05-23 11:14:26
"+28.0
";"+26.7
";"-06.1
";"-00.6
";"-03.8
";"+09.3
";"031
";2019-05-23 11:14:36
