4577;          ;11 58 20.3;-40 56 50; 6.79
4578;          ;11 58 47.7;-64 20 21; 5.61
4579;          ;11 58 54.4;-25 54 32; 6.43
4580;          ;11 59 03.4;+00 31 50; 6.17
4581;          ;11 59 17.6;+33 10 03; 5.96
4582;          ;11 59 10.9;-51 41 48; 6.05
4583;   Eps Cha;11 59 37.3;-78 13 19; 4.91
4584;          ;11 59 57.2;+34 02 06; 6.50
4585;  7    Vir;11 59 56.9;+03 39 19; 5.37
4586;          ;12 00 18.6;+80 51 11; 6.17
4587;          ;12 00 44.5;-10 26 46; 5.55
4588;          ;12 00 42.5;-21 50 14; 6.28
4589;  8Pi  Vir;12 00 52.4;+06 36 51; 4.66
4590;          ;12 00 51.2;-19 39 32; 5.26
4591;          ;12 01 01.8;-01 46 05; 6.31
4592;          ;12 01 29.0;-57 30 13; 6.16
4593;          ;12 01 39.5;+36 02 31; 5.59
4594; 67    UMa;12 02 06.8;+43 02 44; 5.21
4595;          ;12 02 20.1;-85 37 54; 6.05
4596;          ;12 02 28.6;-71 29 20; 6.42
4597;          ;12 02 37.7;-69 11 32; 5.89
4598;          ;12 02 51.6;-07 41 01; 6.22
4599;   The1Cru;12 03 01.5;-63 18 46; 4.33
4600;          ;12 03 39.6;-42 26 03; 5.15
4601;          ;12 03 44.3;-74 12 50; 6.44
4602;  2    Com;12 04 16.6;+21 27 33; 5.87
4603;   The2Cru;12 04 19.2;-63 09 56; 4.72
4604;          ;12 04 38.7;-68 19 45; 5.35
4605;   Kap Cha;12 04 46.5;-76 31 09; 5.04
4606;          ;12 04 28.1;+85 35 14; 6.27
4607;          ;12 04 57.1;-60 58 09; 5.96
4608;  9Omi Vir;12 05 12.5;+08 43 59; 4.12
4609;          ;12 05 15.1;+76 54 21; 5.80
4610;          ;12 05 39.7;+62 55 59; 6.13
4611;          ;12 05 53.2;-65 32 50; 6.33
4612;          ;12 05 56.7;-35 41 38; 6.23
4613;          ;12 05 59.8;-03 07 54; 6.37
4614;          ;12 06 19.8;-68 39 03; 6.23
4615;          ;12 06 23.1;-65 42 33; 6.06
4616;   Eta Cru;12 06 52.9;-64 36 49; 4.15
4617;          ;12 07 49.8;-75 22 01; 5.18
4618;          ;12 08 05.2;-50 39 41; 4.47
4619;          ;12 08 04.8;-50 45 48; 6.37
4620;          ;12 08 14.7;-48 41 34; 5.34
4621;   Del Cen;12 08 21.5;-50 43 21; 2.60
4622;          ;12 08 24.6;-60 50 50; 6.22
4623;  1Alp Crv;12 08 24.8;-24 43 44; 4.02
4624;          ;12 08 53.8;-44 19 34; 5.75
4625;          ;12 08 54.5;-41 13 53; 5.48
4626; 10    Vir;12 09 41.3;+01 53 52; 5.95
4627;          ;12 09 47.3;+74 39 41; 6.35
4628;          ;12 10 02.5;-34 42 18; 6.17
4629; 11    Vir;12 10 03.4;+05 48 25; 5.72
4630;  2Eps Crv;12 10 07.5;-22 37 11; 3.00
4631;          ;12 10 33.8;-37 52 13; 6.06
4632;  3    Com;12 10 31.6;+16 48 33; 6.39
4633;          ;12 10 46.1;+27 16 53; 6.01
4634;          ;12 11 04.9;-61 16 39; 6.08
4635;  3    Crv;12 11 03.9;-23 36 09; 5.46
4636;          ;12 11 02.9;-45 25 22; 6.61
4637;          ;12 11 31.4;-51 21 34; 6.23
4638;   Rho Cen;12 11 39.1;-52 22 07; 3.96
4639;          ;12 11 00.0;+81 42 36; 6.00
4640;  4    Com;12 11 51.2;+25 52 13; 5.66
4641; 68    UMa;12 11 44.9;+57 03 16; 6.43
4642;          ;12 12 01.2;+28 32 10; 6.49
4643;  5    Com;12 12 09.3;+20 32 31; 5.57
4644;          ;12 12 22.0;-62 57 03; 5.92
4645;          ;12 12 46.8;-70 09 07; 6.17
4646;          ;12 12 11.9;+77 36 59; 5.14
4647;          ;12 13 13.0;-34 07 32; 6.50
4648;          ;12 13 25.3;-38 55 45; 5.76
4649;          ;12 13 55.7;-78 34 25; 6.35
4650; 12    Vir;12 13 25.9;+10 15 44; 5.85
4651;          ;12 13 36.7;-33 47 34; 6.33
4652;          ;12 14 02.6;-45 43 26; 5.31
4653;          ;12 14 16.8;-64 24 31; 6.22
4654;          ;12 14 43.4;+53 26 05; 6.16
4655;          ;12 14 59.6;-20 50 39; 5.83
4656;   Del Cru;12 15 08.7;-58 44 56; 2.80
4657;          ;12 15 10.6;-10 18 45; 6.11
4658;          ;12 15 30.5;-41 54 47; 6.26
4659;          ;12 15 08.5;+70 12 00; 5.71
4660; 69Del UMa;12 15 25.6;+57 01 57; 3.31
4661;          ;12 15 47.0;-23 21 13; 6.54
4662;  4Gam Crv;12 15 48.4;-17 32 31; 2.59
4663;  6    Com;12 16 00.2;+14 53 56; 5.10
4664;          ;12 16 23.5;-72 36 53; 6.22
4665;          ;12 15 41.4;+72 33 03; 6.29
4666;  2    CVn;12 16 07.6;+40 39 37; 5.66
4667;  7    Com;12 16 20.5;+23 56 43; 4.95
4668;          ;12 16 30.1;+33 03 41; 5.00
4669;          ;12 17 06.0;-65 41 34; 6.06
4670;          ;12 17 03.3;-16 41 37; 6.05
4671;   Eps Mus;12 17 34.1;-67 57 39; 4.11
4672;          ;12 17 29.5;+53 11 28; 5.81
4673;          ;12 17 30.5;+28 56 14; 5.70
4674;   Bet Cha;12 18 20.7;-79 18 44; 4.26
4675;          ;12 17 47.3;-36 05 38; 6.15
4676;          ;12 17 44.3;+15 08 39; 6.34
4677;          ;12 18 09.1;-03 57 16; 6.99
4678;          ;12 18 09.6;-03 56 55; 6.54
4679;   Zet Cru;12 18 26.1;-64 00 11; 4.04
4680;          ;12 18 31.6;+30 14 57; 6.23
4681; 13    Vir;12 18 40.3;-00 47 14; 5.90
4682;          ;12 18 59.7;-55 08 35; 5.00
4683;          ;12 16 51.4;+86 26 10; 6.33
4684;          ;12 19 02.1;+26 00 28; 6.48
4685;  8    Com;12 19 19.1;+23 02 05; 6.27
4686;          ;12 15 20.3;+87 42 00; 6.28
4687;          ;12 18 49.9;+75 09 38; 5.38
4688;  9    Com;12 19 29.6;+28 09 25; 6.33
4689; 15Eta Vir;12 19 54.4;-00 40 01; 3.89
4690;  3    CVn;12 19 48.7;+48 59 03; 5.29
4691;          ;12 20 10.7;-22 10 32; 5.97
4692;          ;12 20 28.0;-65 50 34; 6.21
4693;          ;12 20 19.7;+26 37 10; 5.54
4694;          ;12 20 17.7;+26 00 07; 6.15
4695; 16    Vir;12 20 21.0;+03 18 45; 4.96
4696;  5Zet Crv;12 20 33.7;-22 12 57; 5.21
4697; 11    Com;12 20 43.0;+17 47 34; 4.74
4698;          ;12 20 41.3;+27 03 17; 7.13
4699;          ;12 20 55.7;-13 33 56; 5.14
4700;   Eps Cru;12 21 21.6;-60 24 04; 3.59
4701; 70    UMa;12 20 50.8;+57 51 50; 5.55
4702;          ;12 21 57.5;-56 22 29; 5.92
4703;   Zet2Mus;12 22 07.3;-67 31 19; 5.15
4704;   Zet1Mus;12 22 11.9;-68 18 27; 5.74
4705;          ;12 22 10.8;+24 46 26; 6.19
4706;          ;12 22 49.3;-57 40 34; 5.39
4707; 12    Com;12 22 30.3;+25 50 46; 4.81
4708; 17    Vir;12 22 32.0;+05 18 20; 6.40
4709;          ;12 25 37.5;-86 09 02; 6.33
4710;          ;12 23 13.8;-67 37 54; 6.36
4711;  6    Crv;12 23 21.6;-24 50 26; 5.68
4712;          ;12 23 35.4;-35 24 46; 5.32
4713;          ;12 23 36.9;-39 18 11; 6.40
4714;          ;12 23 44.9;-38 54 40; 5.79
4715;  4    CVn;12 23 47.0;+42 32 34; 6.06
4716;  5    CVn;12 24 01.5;+51 33 44; 4.80
4717; 13    Com;12 24 18.5;+26 05 55; 5.18
4718;          ;12 24 44.7;-41 23 03; 6.25
4719;          ;12 24 26.7;+25 34 58; 6.42
4720;          ;12 25 17.3;-65 46 14; 6.30
4721;          ;12 25 08.5;-42 30 52; 6.11
4722;          ;12 25 11.7;-11 36 37; 5.95
4723;          ;12 25 18.4;-27 44 57; 6.09
4724;          ;12 25 21.8;-35 11 11; 5.73
4725;          ;12 25 15.1;+23 55 34; 6.03
4726; 71    UMa;12 25 03.2;+56 46 39; 5.81
4727;          ;12 25 06.4;+63 48 10; 6.32
4728;  6    CVn;12 25 50.9;+39 01 07; 5.02
4729;          ;12 26 30.9;-63 07 21; 4.86
4730;   Alp1Cru;12 26 35.9;-63 05 57; 1.33
4731;   Alp2Cru;12 26 36.5;-63 05 58; 1.73
4732;          ;12 26 31.6;-51 27 03; 4.82
4733; 14    Com;12 26 24.1;+27 16 06; 4.95
4734;          ;12 26 48.2;-48 54 48; 6.26
4735;          ;12 26 51.7;-32 49 48; 5.55
4736;          ;12 27 24.6;-63 47 21; 6.00
4737; 15Gam Com;12 26 56.3;+28 16 06; 4.36
4738; 16    Com;12 26 59.3;+26 49 32; 5.00
4739;          ;12 27 28.7;-58 59 31; 5.50
4740;          ;12 26 24.2;+71 55 47; 6.24
4741;          ;12 27 42.1;+08 36 37; 6.37
4742;          ;12 27 49.4;-16 37 55; 6.35
4743;   Sig Cen;12 28 02.4;-50 13 50; 3.91
4744;          ;12 28 18.9;-64 20 29; 6.04
4745; 73    UMa;12 27 35.1;+55 42 46; 5.70
4746;          ;12 27 51.6;-04 36 55; 6.22
4747;          ;12 28 25.5;-61 47 43; 6.22
4748;          ;12 28 22.5;-39 02 29; 5.44
4749;          ;12 28 33.4;-56 24 28; 6.15
4750;          ;12 28 38.1;+26 13 36; 6.54
4751;          ;12 28 44.6;+25 53 57; 6.65
4752; 17    Com;12 28 54.7;+25 54 46; 5.29
4753; 18    Com;12 29 26.9;+24 06 32; 5.48
4754;          ;12 29 53.9;-56 31 29; 5.80
4755;          ;12 29 57.9;-41 44 10; 6.02
4756; 20    Com;12 29 43.2;+20 53 46; 5.69
4757;  7Del Crv;12 29 51.9;-16 30 56; 2.95
4758;          ;12 30 04.8;-13 23 35; 6.35
4759;          ;12 30 17.5;-23 41 48; 5.63
4760; 74    UMa;12 29 57.3;+58 24 21; 5.35
4761;  7    CVn;12 30 02.9;+51 32 08; 6.21
4762; 75    UMa;12 30 04.3;+58 46 03; 6.08
4763;   Gam Cru;12 31 09.9;-57 06 48; 1.63
4764;   Gam Cru;12 31 16.7;-57 04 52; 6.42
4765;  4    Dra;12 30 06.7;+69 12 04; 4.95
4766; 21    Com;12 31 00.6;+24 34 02; 5.46
4767;          ;12 30 50.1;+53 04 36; 6.21
4768;          ;12 31 40.3;-59 25 26; 5.48
4769;          ;12 32 10.0;-73 00 06; 5.88
4770;          ;12 31 21.4;+07 36 15; 6.05
4771;          ;12 31 55.8;-63 30 22; 5.95
4772;          ;12 31 38.7;-05 03 09; 6.19
4773;   Gam Mus;12 32 28.0;-72 07 59; 3.87
4774;          ;12 32 04.5;-32 32 01; 6.46
4775;  8Eta Crv;12 32 04.2;-16 11 46; 4.31
4776;          ;12 32 36.0;-13 51 33; 5.74
4777; 20    Vir;12 33 02.9;+10 17 44; 6.26
4778;          ;12 33 22.4;-19 47 31; 6.26
4779;          ;12 33 34.3;-12 49 49; 5.58
4780; 22    Com;12 33 34.2;+24 16 59; 6.29
4781; 21    Vir;12 33 46.8;-09 27 07; 5.48
4782;          ;12 33 59.2;-49 54 34; 6.38
4783;          ;12 33 38.9;+33 14 51; 5.42
4784;          ;12 33 47.4;+33 23 05; 6.24
4785;  8Bet CVn;12 33 44.5;+41 21 27; 4.26
4786;  9Bet Crv;12 34 23.2;-23 23 48; 2.65
4787;  5Kap Dra;12 33 29.0;+69 47 18; 3.87
4788;          ;12 34 42.3;-44 40 24; 5.77
4789; 23    Com;12 34 51.1;+22 37 45; 4.81
4790;          ;12 35 29.0;-61 50 31; 6.22
4791; 24    Com;12 35 06.3;+18 22 38; 6.56
4792; 24    Com;12 35 07.8;+18 22 37; 5.02
4793;          ;12 35 08.1;+21 52 53; 5.85
4794;          ;12 35 45.5;-41 01 19; 5.13
4795;  6    Dra;12 34 44.0;+70 01 19; 4.94
4796;          ;12 36 01.2;-39 52 12; 5.80
4797;          ;12 35 58.6;-20 31 38; 6.20
4798;   Alp Mus;12 37 11.0;-69 08 08; 2.69
4799; 25    Vir;12 36 47.4;-05 49 55; 5.87
4800;          ;12 36 23.3;+59 29 13; 5.50
4801; 25    Com;12 36 58.3;+17 05 22; 5.68
4802;   Tau Cen;12 37 42.2;-48 32 28; 3.86
4803;          ;12 37 42.2;-27 08 20; 5.45
4804;          ;12 39 14.5;-75 22 10; 6.49
4805;          ;12 38 04.4;+03 16 57; 6.33
4806;          ;12 38 52.5;-67 11 35; 6.25
4807;          ;12 38 22.4;+01 51 17; 5.71
4808;          ;12 38 30.0;+06 59 18; 7.08
4809;          ;12 38 44.6;-18 15 01; 6.00
4810;          ;12 39 03.5;-30 25 20; 5.89
4811;  9    CVn;12 38 46.3;+40 52 28; 6.37
4812;          ;12 39 02.1;+22 39 34; 6.38
4813; 26Chi Vir;12 39 14.8;-07 59 44; 4.66
4814;          ;12 39 55.6;-66 30 42; 6.26
4815; 26    Com;12 39 07.3;+21 03 45; 5.46
4816;          ;12 39 16.9;+35 57 07; 6.45
4817;          ;12 39 52.5;-39 59 15; 4.64
4818;          ;12 41 23.0;-46 08 44; 5.84
4819;   Gam Cen;12 41 31.0;-48 57 35; 2.17
4820;          ;12 42 05.1;-69 24 27; 6.33
4821;          ;12 41 16.0;-13 00 49; 6.08
4822;          ;12 41 16.2;-13 00 54; 5.98
4823;          ;12 41 56.6;-59 41 09; 4.93
4824; 27    Vir;12 41 34.4;+10 25 35; 6.19
4825; 29Gam Vir;12 41 39.6;-01 26 58; 3.65
4826; 29Gam Vir;12 41 39.6;-01 26 58; 3.68
4827;          ;12 41 49.2;-19 45 31; 6.03
4828; 30Rho Vir;12 41 53.1;+10 14 08; 4.88
4829; 31    Vir;12 41 57.1;+06 48 24; 5.59
4830;          ;12 42 50.3;-63 03 31; 5.31
4831;          ;12 42 35.4;-48 48 47; 4.66
4832;          ;12 42 49.6;-55 56 50; 6.08
4833; 76    UMa;12 41 33.9;+62 42 47; 6.07
4834;          ;12 43 09.1;-56 10 34; 6.00
4835;          ;12 43 28.2;-58 54 11; 6.40
4836;          ;12 43 26.3;-40 10 40; 6.44
4837;          ;12 43 38.1;-01 34 37; 5.93
4838;          ;12 43 58.7;-36 20 57; 6.39
4839;          ;12 44 00.5;-28 19 26; 5.48
4840;          ;12 43 04.2;+61 09 20; 6.38
4841;          ;12 45 01.7;-68 49 52; 6.16
4842;   Iot Cru;12 45 37.9;-60 58 52; 4.69
4843;          ;12 44 27.1;+44 06 11; 6.33
4844;   Bet Mus;12 46 16.9;-68 06 29; 3.05
4845; 10    CVn;12 44 59.5;+39 16 44; 5.95
4846;          ;12 45 07.8;+45 26 25; 4.99
4847; 32    Vir;12 45 37.1;+07 40 24; 5.22
4848;          ;12 46 22.7;-56 29 20; 4.65
4849; 33    Vir;12 46 22.5;+09 32 24; 5.67
4850;          ;12 46 46.0;-33 18 56; 5.86
4851; 27    Com;12 46 38.7;+16 34 39; 5.12
4852;          ;12 44 26.0;+80 37 16; 6.40
4853;   Bet Cru;12 47 43.2;-59 41 19; 1.25
4854;          ;12 47 02.3;+05 57 03; 6.34
4855; 34    Vir;12 47 13.6;+11 57 29; 6.07
4856;          ;12 47 33.4;-06 18 07; 6.26
4857;          ;12 47 53.7;-24 51 06; 6.44
4858; 35    Vir;12 47 51.4;+03 34 22; 6.41
4859;          ;12 47 18.9;+62 46 51; 5.89
4860;          ;12 48 26.4;-27 35 51; 5.66
4861; 28    Com;12 48 14.3;+13 33 11; 6.56
4862;          ;12 49 44.9;-71 59 11; 5.55
4863;  7    Dra;12 47 34.4;+66 47 25; 5.43
4864;          ;12 48 47.0;+24 50 25; 6.31
4865; 29    Com;12 48 54.2;+14 07 21; 5.70
4866; 11    CVn;12 48 41.8;+48 28 01; 6.27
4867;          ;12 48 39.4;+60 19 12; 5.85
4868;          ;12 50 12.0;-60 24 03; 6.75
4869; 30    Com;12 49 17.4;+27 33 08; 5.78
4870;   Iot Oct;12 54 58.6;-85 07 24; 5.46
4871;          ;12 50 19.6;-48 27 35; 6.24
4872;          ;12 50 57.9;-52 47 15; 5.73
4873;          ;12 50 17.4;+22 51 48; 6.43
4874;          ;12 50 41.2;-33 59 58; 4.91
4875;          ;12 50 10.7;+37 31 01; 5.89
4876;          ;12 51 17.8;-60 19 47; 5.72
4877;          ;12 51 22.9;-10 20 18; 6.41
4878; 37    Vir;12 51 36.9;+03 03 24; 6.02
4879;          ;12 51 56.8;-39 40 51; 5.98
4880;          ;12 52 05.3;-48 05 39; 6.33
4881;          ;12 51 57.9;-26 44 17; 6.15
4882;          ;12 52 24.6;-53 49 46; 6.24
4883; 31    Com;12 51 41.9;+27 32 26; 4.94
4884; 32    Com;12 52 12.3;+17 04 26; 6.32
4885;          ;12 53 03.9;-54 57 09; 5.93
4886;          ;12 52 27.6;+16 07 21; 6.30
4887;          ;12 53 21.8;-60 19 43; 5.76
4888;          ;12 53 06.9;-48 56 36; 4.33
4889;          ;12 53 26.2;-40 10 44; 4.27
4890;   Kap Cru;12 53 49.1;-60 22 37; 5.90
4891; 38    Vir;12 53 11.2;-03 33 11; 6.11
4892;          ;12 49 06.6;+83 25 05; 5.85
4893;          ;12 49 13.6;+83 24 46; 5.28
4894; 35    Com;12 53 17.8;+21 14 42; 4.90
4895;          ;12 54 22.0;-58 25 50; 6.58
4896;          ;12 53 38.1;-04 13 26; 6.44
4897;   Lam Cru;12 54 39.2;-59 08 48; 4.62
4898;   Mu 1Cru;12 54 35.6;-57 10 40; 4.03
4899;   Mu 2Cru;12 54 36.8;-57 10 06; 5.17
4900; 41    Vir;12 53 49.7;+12 25 07; 6.25
4901;          ;12 54 18.7;-11 38 55; 6.00
4902; 40Psi Vir;12 54 21.2;-09 32 20; 4.79
4903;          ;12 54 58.5;-44 09 07; 5.89
4904;          ;12 54 13.1;+33 32 04; 6.26
4905; 77Eps UMa;12 54 01.7;+55 57 35; 1.77
4906;          ;12 55 19.4;-42 54 57; 5.47
4907;          ;12 56 31.5;-72 11 07; 5.93
4908;          ;12 55 57.0;-56 50 10; 5.32
4909;          ;12 54 56.5;+47 11 48; 5.84
4910; 43Del Vir;12 55 36.2;+03 23 51; 3.38
4911;          ;12 55 53.3;-15 19 37; 6.17
4912;          ;12 56 30.1;-26 27 37; 6.62
4913;          ;12 57 04.4;-51 11 55; 5.16
4914; 12Alp1CVn;12 56 00.4;+38 18 53; 5.60
4915; 12Alp2CVn;12 56 01.7;+38 19 06; 2.90
4916;  8    Dra;12 55 28.5;+65 26 19; 5.24
4917;          ;12 56 17.6;+54 05 58; 5.82
4918;          ;12 57 33.2;-22 45 14; 6.31
4919;          ;12 57 07.7;+46 10 37; 6.12
4920; 36    Com;12 58 55.4;+17 24 34; 4.78
4921; 44    Vir;12 59 39.5;-03 48 43; 5.79
4922;          ;13 00 32.6;-33 30 19; 6.02
4923;   Del Mus;13 02 16.2;-71 32 56; 3.62
4924; 37    Com;13 00 16.5;+30 47 06; 4.90
4925; 46    Vir;13 00 35.9;-03 22 07; 5.99
4926;          ;13 00 38.8;+18 22 23; 6.20
4927;          ;12 58 47.3;+75 28 21; 6.01
4928;  9    Dra;12 59 55.1;+66 35 50; 5.32
4929; 38    Com;13 01 09.6;+17 07 23; 5.96
4930;          ;13 03 05.2;-71 28 34; 6.03
4931; 78    UMa;13 00 43.8;+56 21 59; 4.93
4932; 47Eps Vir;13 02 10.6;+10 57 33; 2.83
4933;   Xi 1Cen;13 03 33.2;-49 31 38; 4.85
4934;          ;13 01 46.8;+63 36 37; 6.00
4935;          ;13 03 46.1;-20 34 59; 5.58
4936;          ;13 02 40.4;+59 42 58; 6.53
4937; 48    Vir;13 03 54.4;-03 39 48; 6.59
4938;          ;13 04 48.1;-41 11 48; 6.26
4939;          ;13 05 30.8;-52 06 54; 6.43
4940;          ;13 06 16.7;-48 27 49; 4.71
4941;          ;13 06 35.1;-41 35 19; 5.59
4942;   Xi 2Cen;13 06 54.6;-49 54 22; 4.27
4943; 14    CVn;13 05 44.5;+35 47 56; 5.25
4944;          ;13 07 24.2;-59 51 38; 5.99
4945;          ;13 05 52.3;+45 16 07; 5.63
4946; 39    Com;13 06 21.2;+21 09 12; 5.99
4947;          ;13 06 54.3;-35 51 43; 6.54
4948;          ;13 06 10.2;+29 01 46; 6.54
4949; 40    Com;13 06 22.6;+22 36 58; 5.60
4950;          ;13 04 49.7;+73 01 31; 6.31
4951;          ;13 07 38.3;-53 27 35; 5.71
4952;   The Mus;13 08 07.0;-65 18 23; 5.51
4953;          ;13 06 22.7;+62 02 31; 6.14
4954; 41    Com;13 07 10.7;+27 37 29; 4.80
4955; 49    Vir;13 07 53.8;-10 44 25; 5.19
4956;          ;13 07 53.6;+27 33 21; 6.19
4957;          ;13 08 32.5;-08 59 04; 5.55
4958; 45Psi Hya;13 09 03.3;-23 07 05; 4.95
4959;          ;13 09 14.4;-09 32 18; 6.32
4960;          ;13 09 12.4;+10 01 20; 5.78
4961; 50    Vir;13 09 45.3;-10 19 46; 5.94
4962;          ;13 09 47.8;+16 50 55; 5.91
4963; 51The Vir;13 09 57.0;-05 32 20; 4.38
4964;          ;13 09 38.7;+37 25 23; 6.02
4965;          ;13 10 58.4;-52 34 01; 6.06
4966;          ;13 11 51.6;-69 56 31; 5.91
4967; 15    CVn;13 09 42.0;+38 32 02; 6.28
4968; 42Alp Com;13 09 59.3;+17 31 46; 5.22
4969; 42Alp Com;13 09 59.3;+17 31 46; 5.22
4970;          ;13 11 08.8;-42 13 59; 5.79
4971; 17    CVn;13 10 03.2;+38 29 56; 5.91
4972;          ;13 11 53.1;-63 18 10; 6.33
4973;          ;13 11 23.2;-43 22 08; 5.25
4974;          ;13 09 50.2;+62 13 45; 6.54
4975;          ;13 12 17.4;-59 55 15; 4.60
4976;          ;13 14 17.2;-78 26 50; 5.85
4977;          ;13 12 48.9;-66 13 37; 5.90
4978;          ;13 11 39.2;-26 33 06; 6.50
4979;          ;13 12 03.2;-37 48 11; 4.85
4980;          ;13 12 56.0;-59 49 00; 6.16
4981; 53    Vir;13 12 03.5;-16 11 55; 5.04
4982;          ;13 12 50.9;-42 41 59; 6.22
4983; 43Bet Com;13 11 52.4;+27 52 41; 4.26
4984;          ;13 12 08.4;+24 15 29; 6.33
4985;          ;13 13 23.5;-50 42 00; 5.89
4986;          ;13 12 32.9;+11 33 22; 5.77
4987;          ;13 12 35.9;+18 45 06; 6.53
4988;          ;13 14 12.1;-58 41 02; 5.89
4989;          ;13 14 14.8;-59 06 12; 4.92
4990; 54    Vir;13 13 26.8;-18 49 36; 6.28
4991;          ;13 13 57.5;-43 08 20; 6.16
4992;          ;13 13 12.4;+18 43 37; 6.11
4993;   Eta Mus;13 15 14.9;-67 53 40; 4.80
4994;          ;13 15 25.7;-69 40 47; 6.37
4995; 55    Vir;13 14 10.9;-19 55 51; 5.33
4996;          ;13 14 43.1;-48 57 24; 5.89
4997;          ;13 13 43.0;+40 09 10; 4.92
4998;          ;13 14 31.3;+11 19 54; 5.67
4999;          ;13 15 09.7;-36 22 16; 6.19
5000;          ;13 16 44.8;-65 08 18; 6.07
5001; 57    Vir;13 15 58.8;-19 56 35; 5.22
5002;          ;13 17 13.0;-66 47 01; 4.87
5003;          ;13 13 32.0;+72 47 56; 6.59
5004; 19    CVn;13 15 32.0;+40 51 19; 5.79
5005;          ;13 16 25.5;-01 23 26; 6.68
5006;          ;13 16 53.1;-31 30 22; 5.10
5007;          ;13 16 14.3;+19 03 06; 6.45
5008;          ;13 17 13.9;-43 58 46; 5.84
5009;          ;13 12 25.4;+80 28 17; 6.25
5010;          ;13 16 32.3;+19 47 07; 6.45
5011; 59    Vir;13 16 46.5;+09 25 27; 5.22
5012;          ;13 19 18.9;-72 02 08; 6.04
5013;          ;13 17 15.6;+13 40 32; 5.33
5014;          ;13 17 29.9;-00 40 36; 6.37
5015; 60Sig Vir;13 17 36.3;+05 28 11; 4.80
5016;          ;13 18 34.6;-51 17 10; 6.19
5017; 20    CVn;13 17 32.5;+40 34 21; 4.73
5018;          ;13 16 28.6;+68 24 29; 6.20
5019; 61    Vir;13 18 24.3;-18 18 41; 4.74
5020; 46Gam Hya;13 18 55.3;-23 10 18; 3.00
5021;          ;13 18 51.1;+03 41 16; 6.62
5022;          ;13 18 27.8;+34 05 53; 5.82
5023; 21    CVn;13 18 14.5;+49 40 55; 5.15
5024;          ;13 20 34.9;-59 46 24; 6.18
5025;          ;13 19 04.2;+35 07 41; 6.02
5026;          ;13 20 37.8;-52 44 53; 5.48
5027;          ;13 20 48.3;-55 48 02; 6.02
5028;   Iot Cen;13 20 35.8;-36 42 44; 2.75
5029;          ;13 20 57.7;-46 52 50; 5.77
5030;          ;13 22 52.6;-72 08 48; 6.05
5031;          ;13 20 41.6;+02 56 30; 6.26
5032; 23    CVn;13 20 19.0;+40 09 02; 5.60
5033;          ;13 21 29.9;-19 29 20; 6.21
5034;          ;13 22 35.7;-60 58 20; 6.18
5035;          ;13 22 37.9;-60 59 18; 4.53
5036;          ;13 22 16.2;-52 10 59; 5.83
5037;          ;13 21 41.6;+02 05 14; 5.69
5038;          ;13 22 52.7;-47 56 35; 6.16
5039;          ;13 23 02.6;-48 33 46; 6.38
5040; 64    Vir;13 22 09.7;+05 09 17; 5.87
5041;          ;13 24 00.5;-64 32 09; 4.53
5042;   Iot1Mus;13 25 07.1;-74 53 16; 5.05
5043;          ;13 23 08.7;-33 11 24; 6.22
5044; 63    Vir;13 23 01.1;-17 44 07; 5.37
5045;          ;13 22 03.8;+43 54 11; 6.35
5046;          ;13 23 52.3;-49 49 23; 6.48
5047; 65    Vir;13 23 18.9;-04 55 28; 5.89
5048;          ;13 25 13.9;-64 29 07; 5.31
5049;          ;13 25 50.1;-70 37 39; 5.67
5050; 66    Vir;13 24 33.2;-05 09 50; 5.75
5051;   Iot2Mus;13 27 18.3;-74 41 31; 6.63
5052;          ;13 23 54.0;+37 02 02; 6.07
5053;          ;13 24 30.5;+12 25 55; 6.44
5054; 79Zet UMa;13 23 55.5;+54 55 31; 2.27
5055; 79Zet UMa;13 23 56.4;+54 55 18; 3.95
5056; 67Alp Vir;13 25 11.6;-11 09 41; 0.98
5057;          ;13 25 06.7;+23 51 16; 5.78
5058;          ;13 26 07.8;-39 45 19; 5.09
5059;          ;13 26 11.4;-01 11 33; 5.97
5060;          ;13 26 56.1;-41 29 53; 5.69
5061;          ;13 27 06.3;-49 08 38; 6.31
5062; 80    UMa;13 25 13.5;+54 59 17; 4.01
5063;          ;13 27 20.8;-49 22 51; 6.28
5064; 68    Vir;13 26 43.2;-12 42 28; 5.25
5065;          ;13 27 14.7;-40 09 47; 6.40
5066;          ;13 28 46.4;-69 37 41; 6.20
5067;          ;13 26 16.6;+46 01 41; 5.88
5068; 69    Vir;13 27 27.2;-15 58 25; 4.76
5069;          ;13 29 07.6;-64 40 33; 6.11
5070;          ;13 25 59.9;+63 15 40; 6.50
5071;          ;13 29 25.2;-51 09 55; 5.06
5072; 70    Vir;13 28 25.8;+13 46 44; 4.98
5073;          ;13 26 08.1;+72 23 29; 5.79
5074;          ;13 27 04.6;+64 44 08; 6.66
5075;          ;13 27 10.7;+64 43 10; 7.04
5076;          ;13 27 59.5;+52 44 45; 6.34
5077;          ;13 28 26.2;+40 43 47; 6.47
5078;          ;13 29 14.9;-01 21 52; 6.43
5079;          ;13 28 11.7;+50 35 14; 6.80
5080;          ;13 29 42.8;-23 16 53; 4.97
5081; 71    Vir;13 29 13.0;+10 49 06; 5.65
5082;          ;13 33 14.8;-77 34 06; 6.48
5083;          ;13 28 45.7;+50 43 06; 6.43
