2259;          ;06 18 40.5;+09 02 50; 6.24
2260;          ;06 17 41.7;-16 48 57; 5.14
2261;   Alp Men;06 10 14.4;-74 45 11; 5.09
2262;          ;06 16 35.6;-39 15 52; 6.00
2263;          ;06 17 01.2;-37 44 15; 5.53
2264; 45    Aur;06 21 46.1;+53 27 08; 5.36
2265;          ;06 17 09.5;-37 15 11; 5.87
2266;          ;06 18 13.7;-19 58 01; 5.52
2267;          ;06 18 50.6;-09 23 25; 5.36
2268;          ;06 18 48.8;-15 01 29; 6.06
2269;          ;06 20 04.2;+14 39 04; 5.69
2270;          ;06 19 07.9;-08 35 11; 6.22
2271;          ;06 18 59.0;-20 55 34; 5.81
2272;          ;06 21 12.1;+29 32 28; 6.43
2273;  7    Mon;06 19 42.8;-07 49 23; 5.27
2274;          ;06 16 18.5;-59 12 49; 6.43
2275;          ;06 19 59.6;-02 56 40; 4.90
2276;          ;06 20 52.3;+11 45 23; 6.54
2277;          ;06 21 25.9;+17 45 49; 6.35
2278;          ;06 17 51.7;-52 43 59; 6.41
2279;          ;06 19 41.0;-34 23 48; 5.78
2280;          ;06 21 25.8;+02 16 07; 6.31
2281;          ;06 18 46.8;-50 21 33; 7.04
2282;  1Zet CMa;06 20 18.8;-30 03 48; 3.02
2283;          ;06 15 05.9;-71 42 10; 6.64
2284;          ;06 21 24.7;-11 46 24; 5.64
2285;          ;06 28 14.6;+70 32 08; 5.97
2286; 13Mu  Gem;06 22 57.6;+22 30 49; 2.88
2287;          ;06 22 36.5;+12 34 12; 6.00
2288;          ;06 20 36.3;-34 08 38; 5.53
2289; 46Psi1Aur;06 24 53.9;+49 17 17; 4.91
2290;          ;06 20 06.1;-48 44 28; 6.60
2291;          ;06 26 25.8;+56 17 06; 5.64
2292;          ;06 23 18.5;+03 45 52; 6.40
2293;  5    Lyn;06 26 48.9;+58 25 02; 5.21
2294;  2Bet CMa;06 22 42.0;-17 57 21; 1.98
2295;          ;06 23 22.7;-04 41 14; 6.67
2296;   Del Col;06 22 06.8;-33 26 11; 3.85
2297;          ;06 24 52.6;+29 42 26; 6.71
2298;  8Eps Mon;06 23 46.1;+04 35 34; 4.44
2299;          ;06 23 46.5;+04 35 44; 6.72
2300;          ;06 24 02.3;+08 53 05; 6.26
2301;          ;06 23 36.0;-09 52 28; 6.19
2302;          ;06 24 52.9;+16 03 25; 6.33
2303;          ;06 23 46.0;-15 04 18; 6.24
2304;          ;06 25 32.9;+23 19 37; 6.06
2305;          ;06 24 10.3;-11 31 49; 5.22
2306;          ;06 23 47.6;-19 47 07; 6.60
2307;          ;06 23 14.4;-31 47 24; 6.34
2308;          ;06 25 28.1;+14 43 19; 6.24
2309;          ;06 24 20.5;-12 57 45; 6.12
2310;          ;06 25 13.1;+07 05 09; 5.98
2311;          ;06 23 55.9;-25 34 40; 5.63
2312;          ;06 25 18.4;+01 30 04; 6.66
2313;          ;06 25 16.4;-00 56 46; 5.87
2314;          ;06 27 51.1;+47 24 19; 6.56
2315;          ;06 25 46.6;+02 16 20; 6.51
2316;          ;06 24 01.0;-36 42 28; 5.62
2317;          ;06 25 47.1;-03 53 21; 6.35
2318;          ;06 24 43.9;-28 46 48; 6.39
2319;          ;06 27 35.5;+32 33 47; 6.43
2320;   Nu  Pic;06 22 55.8;-56 22 12; 5.61
2321;          ;06 25 58.8;-07 53 39; 6.40
2322;          ;06 23 37.7;-52 10 52; 5.98
2323;          ;06 24 44.5;-40 17 03; 6.31
2324;          ;06 26 39.6;-01 30 26; 5.87
2325;          ;06 26 34.5;-04 35 50; 6.15
2326;   Alp Car;06 23 57.1;-52 41 45;-0.72
2327;          ;06 26 58.7;+00 50 27; 6.71
2328;          ;06 26 44.9;-07 30 41; 6.27
2329;          ;06 25 29.9;-35 03 50; 6.25
2330; 16    Gem;06 27 56.6;+20 29 46; 6.22
2331;  6    Lyn;06 30 47.2;+58 09 46; 5.88
2332; 48    Aur;06 28 34.1;+30 29 35; 5.55
2333;          ;06 27 20.4;+02 54 29; 5.55
2334;          ;06 27 13.8;+00 17 57; 5.20
2335;          ;06 27 15.6;-00 16 34; 5.55
2336;          ;06 23 46.9;-58 32 38; 6.48
2337;          ;06 23 01.3;-63 40 59; 6.27
2338; 47    Aur;06 30 03.0;+46 41 08; 5.90
2339;          ;06 28 56.6;+26 58 04; 6.47
2340;          ;06 28 28.0;+16 14 18; 6.23
2341;          ;06 24 48.2;-52 48 23; 6.51
2342;          ;06 28 18.8;+10 18 14; 6.15
2343; 18Nu  Gem;06 28 57.8;+20 12 44; 4.15
2344; 10    Mon;06 27 57.6;-04 45 44; 5.06
2345;          ;06 24 13.7;-60 16 52; 5.80
2346;          ;06 40 16.8;+79 35 58; 6.54
2347;          ;06 28 16.8;+01 54 44; 6.48
2348;          ;06 25 43.6;-48 10 38; 5.76
2349;          ;06 27 11.2;-25 51 24; 6.07
2350;          ;06 44 30.2;+82 06 55; 6.65
2351;          ;06 29 00.0;+11 01 10; 6.59
2352;   Pi 1Dor;06 22 38.2;-69 59 03; 5.56
2353;          ;06 27 07.5;-37 53 44; 6.48
2354;          ;06 24 26.3;-63 25 44; 6.46
2355;          ;06 29 14.9;+02 38 46; 6.16
2356; 11Bet Mon;06 28 49.0;-07 01 58; 4.60
2357; 11Bet Mon;06 28 49.5;-07 02 04; 5.40
2358; 11Bet Mon;06 28 49.5;-07 02 04; 5.60
2359;          ;06 28 37.3;-17 27 58; 5.77
2360;          ;06 24 55.6;-63 49 40; 6.27
2361;   Lam CMa;06 28 10.1;-32 34 48; 4.48
2362;          ;06 30 05.5;+09 01 45; 6.57
2363;          ;06 40 28.8;+77 59 45; 5.73
2364;          ;06 28 39.2;-32 22 16; 5.74
2365;          ;06 37 54.9;+73 41 44; 6.24
2366;          ;06 31 10.1;+16 56 19; 6.20
2367;          ;06 30 11.3;-10 04 53; 5.93
2368;          ;06 28 42.3;-41 04 28; 6.32
2369;          ;06 27 04.0;-58 00 08; 5.82
2370;          ;06 31 09.5;+11 15 03; 6.14
2371; 19    Gem;06 31 37.4;+15 54 12; 6.40
2372;          ;06 32 27.2;+32 27 17; 5.87
2373;          ;06 30 34.7;-13 08 53; 6.16
2374;          ;06 31 39.2;+11 47 32; 6.65
2375;          ;06 31 48.3;+11 32 40; 5.23
2376;  7    Lyn;06 34 32.8;+55 21 11; 6.45
2377;   Pi 2Dor;06 25 28.6;-69 41 25; 5.38
2378;          ;06 32 23.3;+11 40 25; 6.03
2379;          ;06 31 23.0;-12 23 30; 5.15
2380;          ;06 30 46.3;-27 46 10; 5.93
2381;          ;06 31 50.1;-08 09 29; 5.43
2382; 12    Mon;06 32 19.2;+04 51 21; 5.84
2383;          ;06 33 42.7;+33 01 27; 6.42
2384;          ;06 29 49.1;-50 14 21; 5.27
2385; 13    Mon;06 32 54.2;+07 19 59; 4.50
2386;          ;06 32 23.1;-05 52 08; 5.60
2387;  4Xi 1CMa;06 31 51.3;-23 25 06; 4.33
2388;          ;06 31 13.0;-35 15 33; 5.84
2389;          ;06 29 28.5;-56 51 10; 5.22
2390;          ;06 30 59.8;-40 54 59; 6.20
2391;          ;06 33 36.1;+14 09 19; 5.53
2392;          ;06 32 46.9;-11 09 59; 6.24
2393;          ;06 31 35.0;-36 56 24; 6.34
2394;  8    Lyn;06 37 41.4;+61 28 52; 5.94
2395;          ;06 33 37.9;-01 13 13; 5.10
2396;          ;06 40 32.2;+71 44 56; 5.92
2397;          ;06 32 39.0;-32 01 50; 5.69
2398; 49    Aur;06 35 12.1;+28 01 20; 5.27
2399;          ;06 32 21.3;-37 41 48; 5.24
2400;          ;06 31 18.3;-51 49 34; 5.60
2401;          ;06 46 14.1;+79 33 53; 5.45
2402; 11    Lyn;06 37 38.5;+56 51 27; 5.85
2403;          ;06 33 26.6;-20 55 26; 6.40
2404; 14    Mon;06 34 46.4;+07 34 21; 6.45
2405;          ;06 36 32.9;+38 26 43; 5.29
2406;          ;06 35 17.6;+09 59 18; 5.88
2407;          ;06 33 10.3;-38 37 31; 6.44
2408;          ;06 30 03.0;-65 34 06; 6.29
2409;          ;06 35 15.8;+00 53 24; 5.80
2410;          ;06 31 10.6;-61 52 47; 6.15
2411;          ;06 33 49.5;-36 13 56; 5.42
2412;   Mu  Pic;06 31 58.4;-58 45 15; 5.70
2413;          ;06 36 00.0;+04 29 51; 6.55
2414;  5Xi 2CMa;06 35 03.4;-22 57 53; 4.54
2415;          ;06 34 35.3;-32 42 59; 5.62
2416;          ;06 33 26.1;-52 19 44; 6.19
2417;          ;06 37 27.2;+24 35 27; 6.44
2418;          ;06 36 35.3;-05 12 40; 5.52
2419; 51    Aur;06 38 39.5;+39 23 27; 5.69
2420; 52Psi3Aur;06 38 49.2;+39 54 09; 5.20
2421; 24Gam Gem;06 37 42.7;+16 23 57; 1.93
2422;          ;06 37 24.1;+06 08 07; 6.06
2423;  6Nu 1CMa;06 36 22.8;-18 39 36; 5.70
2424;          ;06 35 24.1;-36 46 48; 5.59
2425; 53    Aur;06 38 23.0;+28 59 03; 5.79
2426;          ;06 37 36.9;+10 51 11; 6.38
2427; 50Psi2Aur;06 39 19.9;+42 29 20; 4.79
2428;          ;06 36 46.7;-13 19 15; 5.97
2429;  7Nu 2CMa;06 36 41.0;-19 15 21; 3.95
2430;          ;06 37 40.3;+02 42 15; 6.17
2431;          ;06 35 54.0;-36 05 20; 6.35
2432;          ;06 37 52.7;+04 57 26; 6.15
2433;          ;06 36 40.9;-22 36 54; 6.35
2434;          ;06 39 58.0;+44 00 50; 6.41
2435;          ;06 34 58.6;-52 58 32; 4.39
2436;          ;06 39 05.3;+22 01 51; 6.04
2437;          ;06 37 40.9;-12 59 06; 6.12
2438; 54    Aur;06 39 33.1;+28 15 47; 6.03
2439;          ;06 39 31.4;+24 36 00; 6.38
2440;          ;06 38 20.5;-02 32 37; 6.14
2441;          ;06 38 49.5;+04 42 02; 6.57
2442;          ;06 38 38.1;+01 36 49; 6.21
2443;  8Nu 3CMa;06 37 53.4;-18 14 15; 4.43
2444;          ;06 37 01.9;-38 08 48; 6.04
2445;          ;06 36 51.3;-41 33 25; 6.34
2446;          ;06 37 13.8;-36 59 26; 5.71
2447;          ;06 37 47.6;-32 20 23; 5.27
2448;          ;06 38 35.4;-16 52 25; 6.03
2449;          ;06 39 47.6;+12 58 59; 5.97
2450;          ;06 39 16.7;-14 08 45; 4.82
2451;   Nu  Pup;06 37 45.7;-43 11 46; 3.17
2452;          ;06 41 37.7;+35 55 55; 6.46
2453; 25    Gem;06 41 21.0;+28 11 47; 6.42
2454;          ;06 40 31.8;+06 22 18; 6.51
2455;          ;06 39 36.3;-23 41 44; 6.05
2456; 15    Mon;06 40 58.7;+09 53 44; 4.66
2457;          ;06 41 21.8;+16 23 51; 6.28
2458;          ;06 41 17.2;+11 00 12; 6.11
2459; 55Psi4Aur;06 43 05.0;+44 31 28; 5.02
2460;          ;06 39 42.7;-30 28 13; 5.71
2461;          ;06 41 05.4;+00 29 43; 5.79
2462;          ;06 38 37.6;-48 13 13; 4.93
2463;          ;06 44 11.6;+53 17 47; 6.27
2464;          ;06 43 13.8;+37 08 49; 6.19
2465;          ;06 39 56.9;-38 09 32; 6.58
2466; 26    Gem;06 42 24.3;+17 38 43; 5.21
2467;          ;06 41 59.3;+06 20 42; 6.37
2468;          ;06 38 00.6;-61 31 59; 6.18
2469;          ;06 41 56.4;-09 10 02; 5.19
2470; 12    Lyn;06 46 14.1;+59 26 30; 4.87
2471;          ;06 44 12.6;+36 06 35; 6.31
2472; NOVA 1903;          ;         ;
2473; 27Eps Gem;06 43 55.9;+25 07 52; 2.98
2474;          ;06 43 06.5;+03 02 00; 6.19
2475;          ;06 41 14.1;-40 20 59; 6.12
2476;          ;06 40 49.3;-47 40 29; 6.65
2477; 13    Lyn;06 46 49.5;+57 10 09; 5.35
2478; 30    Gem;06 43 59.3;+13 13 40; 4.49
2479;          ;06 43 38.7;+03 55 56; 5.90
2480; 28    Gem;06 44 45.5;+28 58 15; 5.44
2481;          ;06 42 45.8;-22 26 57; 6.13
2482;          ;06 42 16.4;-38 23 55; 6.29
2483; 56Psi5Aur;06 46 44.3;+43 34 39; 5.25
2484; 31Xi  Gem;06 45 17.4;+12 53 44; 3.36
2485;          ;06 48 12.9;+55 42 16; 6.33
2486;          ;06 48 12.3;+55 42 16; 6.28
2487; 57Psi6Aur;06 47 39.6;+48 47 22; 5.22
2488;          ;06 43 23.3;-39 11 36; 6.30
2489; 32    Gem;06 45 54.2;+12 41 37; 6.46
2490; 42    Cam;06 50 57.1;+67 34 19; 5.14
2491;  9Alp CMa;06 45 08.9;-16 42 58;-1.46
2492; 10    CMa;06 44 28.4;-31 04 14; 5.20
2493;          ;06 44 51.9;-27 20 29; 6.45
2494; 16    Mon;06 46 32.4;+08 35 14; 5.93
2495;          ;06 45 23.3;-23 27 43; 6.05
2496;  NGC 2281;          ;         ;
2497;          ;06 45 02.4;-30 35 10; 6.54
2498;          ;06 45 59.3;-14 47 46; 5.32
2499;          ;06 47 23.5;+18 11 36; 6.20
2500;          ;06 45 22.8;-31 47 37; 5.92
2501;          ;06 45 31.3;-30 56 56; 5.80
2502;          ;06 46 39.0;-10 06 26; 5.66
2503; 17    Mon;06 47 19.8;+08 02 14; 4.77
2504; 11    CMa;06 46 51.1;-14 25 33; 5.29
2505;          ;06 40 57.8;-71 46 32; 6.51
2506; 18    Mon;06 47 51.6;+02 24 44; 4.47
2507;          ;06 46 03.3;-39 32 24; 6.62
2508;          ;06 47 37.1;-08 59 54; 5.07
2509; 12    CMa;06 47 01.5;-21 00 56; 6.08
2510;          ;06 46 12.1;-37 46 32; 6.21
2511; 43    Cam;06 53 42.2;+68 53 18; 5.12
2512;          ;06 49 41.3;+32 36 24; 5.71
2513;          ;06 45 26.1;-52 12 04; 6.57
2514;          ;06 48 19.0;-01 19 09; 5.75
2515;          ;06 45 53.7;-52 24 36; 5.80
2516; 58Psi7Aur;06 50 45.9;+41 46 53; 5.02
2517;          ;06 49 03.7;+01 00 07; 6.15
2518;          ;06 47 21.4;-37 55 47; 5.26
2519; 33    Gem;06 49 49.8;+16 12 10; 5.85
2520; 14    Lyn;06 53 05.1;+59 26 55; 5.33
2521;          ;06 49 16.4;-02 16 19; 5.74
2522;          ;06 48 57.8;-15 08 41; 5.39
2523;          ;06 46 52.8;-51 15 57; 5.40
2524;          ;06 46 41.5;-54 41 41; 6.46
2525; 35    Gem;06 50 25.5;+13 24 48; 5.65
2526;          ;06 47 18.7;-55 32 24; 5.61
2527;          ;07 00 04.0;+76 58 39; 4.55
2528;          ;06 49 44.0;-24 04 33; 6.33
2529; 36    Gem;06 51 33.0;+21 45 40; 5.27
2530;          ;06 50 49.9;-00 32 27; 5.77
2531;          ;06 43 36.8;-73 07 05; 6.37
2532;          ;06 53 07.6;+44 50 22; 6.26
2533;          ;06 52 00.0;+23 36 06; 5.65
2534;          ;06 50 42.3;-08 02 28; 6.29
2535;          ;06 50 21.9;-17 05 02; 5.79
2536;          ;06 44 56.1;-70 26 02; 6.11
2537;          ;06 50 06.0;-27 20 02; 7.04
2538; 13Kap CMa;06 49 50.5;-32 30 31; 3.96
2539; 59    Aur;06 53 01.5;+38 52 09; 6.12
2540; 34The Gem;06 52 47.3;+33 57 40; 3.60
2541; 60    Aur;06 53 13.4;+38 26 17; 6.30
2542;          ;06 53 03.4;+35 47 19; 6.01
2543;          ;06 51 39.3;+03 02 30; 6.38
2544;          ;06 50 36.9;-25 46 41; 6.33
2545;          ;06 50 23.3;-31 42 22; 5.70
2546;          ;06 49 57.8;-45 27 00; 6.55
2547; 61Psi8Aur;06 53 57.0;+38 30 18; 6.48
2548;          ;06 49 54.6;-46 36 53; 5.14
2549;          ;06 50 52.4;-34 22 02; 4.99
2550;   Alp Pic;06 48 11.4;-61 56 29; 3.27
2551;          ;06 52 49.4;+08 22 49; 5.77
2552;          ;06 52 22.9;-05 18 58; 6.30
2553;   Tau Pup;06 49 56.2;-50 36 53; 2.93
2554;          ;06 49 51.3;-53 37 20; 4.40
2555;          ;06 53 22.5;+10 59 47; 6.24
2556;          ;06 55 15.2;+45 49 35; 6.34
2557;          ;06 55 14.7;+43 54 36; 6.13
2558;          ;06 51 42.3;-36 13 49; 5.96
2559;   Zet Men;06 40 02.7;-80 48 49; 5.64
2560; 15    Lyn;06 57 16.5;+58 25 21; 4.35
2561;          ;06 57 13.2;+57 33 48; 6.05
2562;          ;06 50 01.1;-60 14 57; 6.11
2563;          ;06 51 32.8;-48 17 33; 6.42
2564; 38    Gem;06 54 38.7;+13 10 40; 4.65
2565;          ;06 53 18.8;-19 01 58; 5.64
2566;          ;06 53 21.7;-18 56 00; 6.14
2567;          ;06 53 00.1;-26 57 27; 6.40
2568;   Psi9Aur;06 56 32.3;+46 16 27; 5.87
2569; 37    Gem;06 55 18.6;+25 22 32; 5.73
2570;          ;06 54 08.5;-05 51 09; 6.41
2571; 15    CMa;06 53 32.9;-20 13 27; 4.83
2572;          ;06 54 24.6;-01 07 37; 5.45
2573;          ;06 56 56.0;+46 42 18; 5.86
2574; 14The CMa;06 54 11.4;-12 02 19; 4.07
2575;          ;06 52 39.7;-42 30 16; 6.52
2576;          ;06 53 33.9;-28 32 23; 6.04
2577;          ;06 54 42.1;-01 45 23; 6.21
2578;          ;06 53 55.3;-24 32 21; 6.21
2579;          ;06 52 47.1;-43 58 33; 6.46
2580; 16Omi1CMa;06 54 07.9;-24 11 02; 3.87
2581;          ;07 01 21.5;+70 48 29; 5.68
2582;          ;06 54 58.8;-02 48 13; 6.04
2583;          ;06 54 13.0;-23 55 42; 6.91
2584;          ;06 55 34.6;+08 19 29; 6.29
2585; 16    Lyn;06 57 37.1;+45 05 39; 4.90
2586;          ;06 57 00.5;+33 40 52; 5.89
2587;          ;06 52 46.9;-54 05 24; 6.57
2588; 17    CMa;06 55 02.7;-20 24 17; 5.74
2589;          ;06 56 25.8;+09 57 23; 5.92
2590; 19Pi  CMa;06 55 37.4;-20 08 11; 4.68
2591;          ;06 54 26.7;-42 21 56; 6.32
2592;          ;06 52 45.4;-59 20 28; 6.41
2593; 18Mu  CMa;06 56 06.6;-14 02 37; 5.00
2594;          ;06 54 02.3;-50 36 42; 6.26
2595;          ;06 55 46.8;-22 56 29; 5.30
2596; 20Iot CMa;06 56 08.2;-17 03 15; 4.37
2597;          ;06 57 25.7;+11 54 27; 6.27
2598;          ;06 55 54.8;-31 47 24; 6.36
2599;          ;06 57 00.1;-08 10 44; 6.34
2600; 62    Aur;06 59 02.8;+38 03 08; 6.00
2601; 39    Gem;06 58 47.4;+26 04 52; 6.10
2602;   Iot Vol;06 51 27.0;-70 57 48; 5.40
2603;          ;06 57 14.8;-22 12 12; 6.61
2604;          ;06 56 45.7;-35 20 30; 6.29
2605; 40    Gem;06 59 27.9;+25 54 51; 6.40
2606;          ;06 58 39.0;+07 37 19; 6.27
2607;          ;06 57 33.9;-24 37 50; 5.46
2608;          ;06 56 16.0;-48 43 16; 4.95
2609;          ;07 40 30.5;+87 01 12; 5.07
2610;          ;06 58 57.0;+03 36 08; 5.97
2611;          ;06 57 42.4;-27 32 15; 6.23
2612;          ;06 57 17.6;-35 30 27; 6.23
2613;          ;06 59 20.1;+07 19 01; 6.35
2614;          ;06 58 07.6;-27 09 53; 6.37
2615; 41    Gem;07 00 15.8;+16 04 44; 5.68
2616;          ;06 58 35.9;-25 24 50; 5.59
2617;          ;07 05 51.8;+70 43 55; 6.50
2618; 21Eps CMa;06 58 37.5;-28 58 20; 1.50
2619;          ;06 58 25.1;-34 06 42; 5.06
2620;          ;07 01 17.2;+32 24 52; 6.59
2621;          ;06 58 43.8;-30 59 52; 6.42
2622;          ;07 00 18.0;-05 22 01; 6.30
2623;          ;06 59 39.3;-21 36 12; 6.26
2624;          ;07 00 23.7;-08 24 25; 5.96
2625;          ;07 00 08.1;-20 09 32; 6.31
2626;          ;06 58 41.8;-45 46 05; 6.22
2627;          ;07 00 39.3;-09 12 11; 6.49
2628;          ;07 00 19.3;-22 07 10; 6.53
2629;          ;07 01 41.4;+04 49 05; 6.63
2630; 42Ome Gem;07 02 24.8;+24 12 55; 5.18
2631;          ;07 02 25.5;+17 45 20; 5.94
2632;          ;07 02 17.4;+15 20 10; 5.74
2633;          ;07 01 55.0;+05 33 27; 6.59
2634;          ;06 58 39.6;-55 43 46; 6.27
2635;          ;07 02 33.5;+16 40 27; 5.82
2636;          ;07 01 52.9;-01 20 44; 6.17
2637;          ;07 00 42.6;-28 29 22; 6.27
2638;          ;06 58 36.2;-56 23 41; 6.45
2639;          ;07 01 56.4;-05 43 20; 5.20
2640;          ;07 01 05.9;-25 12 55; 5.63
2641;          ;07 00 49.8;-33 27 55; 6.40
2642;          ;07 06 01.3;+59 48 07; 6.44
2643;          ;07 03 30.4;+29 20 14; 5.93
2644;          ;07 05 39.8;+52 45 29; 6.12
2645;          ;07 05 09.0;+47 46 30; 6.38
2646; 22Sig CMa;07 01 43.1;-27 56 05; 3.47
2647;          ;07 03 17.9;+09 08 18; 5.97
2648; 19    Mon;07 02 54.8;-04 14 21; 4.99
2649;          ;07 03 38.0;+10 57 06; 5.13
2650; 43Zet Gem;07 04 06.5;+20 34 13; 3.79
2651;          ;07 03 51.6;+12 35 40; 5.98
2652;          ;07 00 51.5;-51 24 09; 5.14
2653; 24Omi2CMa;07 03 01.5;-23 50 00; 3.02
2654;          ;07 04 20.2;+01 29 18; 6.57
2655;          ;07 04 05.2;-05 19 25; 5.62
2656;          ;07 03 57.3;-10 07 27; 6.45
2657; 23Gam CMa;07 03 45.5;-15 38 00; 4.12
2658;          ;07 02 15.6;-43 24 15; 6.43
2659; 44    Gem;07 05 18.4;+22 38 14; 6.02
2660;          ;07 06 11.6;+34 28 26; 5.55
2661;          ;07 01 05.1;-58 56 24; 6.02
2662;          ;06 59 50.5;-67 54 58; 5.17
2663;          ;07 05 39.1;+09 11 09; 5.78
2664;          ;07 04 47.1;-22 01 56; 6.09
2665;          ;07 07 22.3;+34 00 34; 5.91
2666;          ;07 04 02.8;-42 20 14; 5.20
2667;          ;07 03 57.3;-43 36 29; 5.54
2668;          ;07 03 58.8;-43 36 42; 6.79
2669;          ;07 07 25.0;+28 10 38; 6.48
2670;          ;07 05 49.7;-10 39 40; 6.49
2671;          ;07 07 21.4;+22 42 13; 7.68
2672;          ;07 03 53.7;-49 35 02; 4.93
2673;          ;07 08 13.3;+33 49 56; 6.28
2674;          ;07 03 15.6;-59 10 41; 5.50
2675;          ;07 08 36.3;+37 26 42; 6.16
2676;          ;07 07 06.4;+04 54 37; 6.11
2677;          ;07 05 32.0;-34 46 40; 6.14
2678;          ;07 06 40.7;-11 17 39; 5.39
2679;          ;07 06 35.9;-12 23 38; 6.48
2680;          ;07 06 00.6;-30 39 20; 6.34
2681;          ;07 13 58.1;+71 49 00; 6.35
2682;          ;07 07 49.5;+07 28 16; 5.75
2683;          ;07 04 18.3;-56 44 59; 5.17
2684; 45    Gem;07 08 22.0;+15 55 51; 5.44
2685;          ;07 06 02.3;-38 22 58; 6.11
2686;          ;07 06 52.3;-24 57 38; 6.08
2687;          ;07 05 16.5;-50 21 37; 6.46
2688;          ;07 07 00.1;-26 39 28; 6.62
2689;   The Men;06 56 34.4;-79 25 13; 5.45
2690;          ;07 07 22.6;-23 50 25; 5.71
2691;          ;07 07 07.1;-40 53 36; 5.79
2692;          ;07 10 06.7;+21 14 49; 6.43
2693; 25Del CMa;07 08 23.5;-26 23 36; 1.84
2694;          ;07 09 20.3;-10 20 50; 6.21
2695;          ;07 08 49.3;-24 02 39; 6.65
2696; 63    Aur;07 11 39.3;+39 19 14; 4.90
2697; 46Tau Gem;07 11 08.4;+30 14 43; 4.41
2698;          ;07 07 13.3;-51 58 04; 5.96
2699;          ;07 09 33.2;-16 14 05; 6.03
2700; 47    Gem;07 11 23.1;+26 51 24; 5.78
2701; 20    Mon;07 10 13.7;-04 14 14; 4.92
2702;          ;07 08 51.1;-39 39 21; 4.83
2703;          ;07 13 23.4;+51 25 44; 5.47
2704;          ;07 09 42.9;-25 13 52; 5.69
2705;          ;07 10 09.3;-18 41 07; 6.23
2706; 48    Gem;07 12 26.4;+24 07 42; 5.85
2707; 21    Mon;07 11 23.6;-00 18 07; 5.45
2708;          ;07 10 19.4;-27 29 29; 5.46
2709;          ;07 25 21.9;+81 15 27; 6.31
2710;          ;07 11 51.3;+05 39 17; 6.09
2711;          ;07 12 49.0;+27 13 29; 6.43
2712;          ;07 06 14.1;-68 50 14; 6.47
2713;          ;07 12 07.4;+05 28 29; 6.16
2714; 22Del Mon;07 11 51.9;-00 29 34; 4.15
2715; 18    Lyn;07 15 54.9;+59 38 15; 5.20
2716;          ;07 11 41.6;-20 52 59; 5.84
2717; 51    Gem;07 13 22.3;+16 09 32; 5.00
2718; 26    CMa;07 12 12.2;-25 56 33; 5.92
2719;          ;07 10 47.5;-48 55 56; 5.14
2720;          ;07 12 04.1;-30 49 18; 6.10
2721;          ;07 15 50.1;+47 14 24; 5.58
2722;          ;07 14 26.6;+24 42 39; 6.89
2723;          ;07 13 07.2;-11 15 05; 5.78
2724;          ;07 12 24.1;-27 28 27; 6.59
2725; 52    Gem;07 14 41.9;+24 53 06; 5.82
2726;          ;07 12 25.7;-36 32 40; 5.96
2727;          ;07 12 15.8;-40 29 56; 5.31
2728;          ;07 14 32.6;+12 06 57; 5.62
2729;          ;07 14 20.0;+03 06 41; 5.35
2730;          ;07 13 23.9;-22 40 24; 6.01
2731;          ;07 14 11.0;-03 54 05; 5.75
2732;          ;07 14 15.5;-09 56 51; 5.90
2733;          ;07 13 48.3;-22 54 23; 6.36
2734;          ;07 13 36.3;-27 21 23; 6.12
2735;   Gam1Vol;07 08 42.2;-70 29 50; 5.69
2736;   Gam2Vol;07 08 44.9;-70 29 56; 3.78
2737;          ;07 17 33.7;+52 07 51; 5.92
2738; 53    Gem;07 15 57.1;+27 53 51; 5.71
2739;          ;07 14 28.2;-10 19 00; 6.03
2740;          ;07 12 33.6;-46 45 34; 4.49
2741;          ;07 13 47.1;-31 05 02; 6.60
2742;          ;07 31 04.4;+82 24 41; 4.96
2743;          ;07 13 57.2;-30 20 24; 6.33
2744; 24    Mon;07 15 19.3;-00 09 41; 6.41
2745; 27    CMa;07 14 15.2;-26 21 09; 4.66
2746;          ;07 13 13.4;-45 10 59; 4.89
2747;          ;07 15 39.4;+07 58 40; 5.82
2748;          ;07 13 32.4;-44 38 23; 5.10
2749; 28Ome CMa;07 14 48.7;-26 46 22; 3.85
2750;          ;07 14 51.1;-27 02 17; 5.58
2751;          ;07 18 31.9;+49 27 54; 5.05
2752;          ;07 15 43.1;-10 35 02; 5.95
2753; 64    Aur;07 18 02.2;+40 53 00; 5.78
2754;          ;07 12 02.0;-63 11 24; 6.02
2755;          ;07 15 47.5;-23 44 26; 6.32
2756;          ;07 15 21.0;-30 41 11; 5.36
2757;          ;07 18 04.1;+30 57 21; 6.24
2758;          ;07 16 14.5;-15 35 09; 5.46
2759;          ;07 14 57.1;-41 25 33; 5.94
2760;          ;07 17 17.8;+06 40 50; 6.65
2761;          ;07 14 45.9;-46 50 59; 5.72
2762;          ;07 14 38.2;-48 16 18; 4.76
2763; 54Lam Gem;07 18 05.6;+16 32 25; 3.58
2764;          ;07 16 36.8;-23 18 56; 4.79
2765;          ;07 17 31.7;-06 40 48; 6.29
2766;          ;07 16 35.0;-27 52 52; 4.64
2767;          ;07 15 21.0;-52 29 59; 5.97
2768;          ;07 16 57.2;-30 53 48; 6.32
2769;          ;07 16 31.8;-38 19 08; 5.80
2770;          ;07 16 49.5;-36 35 34; 5.03
2771;          ;07 16 15.5;-46 46 28; 5.66
2772; 47    Cam;07 22 17.2;+59 54 07; 6.35
